総合順位	No.	氏名	年齢	性別	登録地	総合記録	ｽｲﾑﾗｯﾌﾟ	Ｓ順	Ｔ１	ﾊﾞｲｸﾗｯﾌﾟ	Ｂ順	ｽﾌﾟﾘｯﾄ	通過	ﾗﾝﾗｯﾌﾟ	Ｒ順	男子順位	女子順位	年齢区分	年齡別順	選手権順
39	67	鈴木 雄介	42	男	愛知県	1:24:34	0:15:33	40	0:06:18	0:38:14	39	1:00:05	40	0:24:29	28	35		20歳以上男子	23	
40	4	矢神 幸菜	16	女	愛知県	1:24:57	0:15:16	37	0:04:52	0:39:28	48	0:59:36	39	0:25:21	32		5	20歳未満女子	5	2
41	104	池田 勝次	57	男	神奈川県	1:26:44	0:15:14	36	0:04:54	0:40:43	56	1:00:51	41	0:25:53	37	36		20歳以上男子	24	
42	76	桑原 智久	45	男	愛知県	1:27:46	0:20:07	73	0:05:47	0:36:04	24	1:01:58	42	0:25:48	36	37		20歳以上男子	25	
43	60	打越 三紀恵	47	女	東京都	1:31:58	0:17:51	61	0:06:08	0:40:59	58	1:04:58	49	0:27:00	43		6	20歳以上女子	1	
44	82	中山 公威	48	男	愛知県	1:33:15	0:16:18	46	0:06:38	0:40:32	54	1:03:28	44	0:29:47	66	38		20歳以上男子	26	
45	107	杉本 満	58	男	長野県	1:34:14	0:16:27	49	0:10:27	0:40:20	52	1:07:14	58	0:27:00	44	39		20歳以上男子	27	
46	86	小口 俊和	50	男	長野県	1:34:17	0:23:21	89	0:06:02	0:39:10	46	1:08:33	64	0:25:44	35	40		20歳以上男子	28	
47	65	土田 実	41	男	長野県	1:34:30	0:20:23	75	0:06:22	0:37:40	33	1:04:25	46	0:30:05	70	41		20歳以上男子	29	
48	75	湯原 英邦	45	男	愛知県	1:34:48	0:21:28	83	0:06:32	0:40:34	55	1:08:34	65	0:26:14	38	42		20歳以上男子	30	
49	99	伏見 智久	55	男	長野県	1:34:49	0:16:26	48	0:08:10	0:43:09	74	1:07:45	62	0:27:04	46	43		20歳以上男子	31	
50	120	川崎 潔	70	男	大阪府	1:35:21	0:16:04	44	0:09:00	0:42:07	65	1:07:11	57	0:28:10	49	44		20歳以上男子	32	
51	37	山岡 武寛	27	男	岐阜県	1:35:38	0:19:39	71	0:06:18	0:37:37	32	1:03:34	45	0:32:04	73	45		20歳以上男子	33	
52	66	山口 真史	42	男	愛知県	1:35:52	0:17:40	57	0:06:07	0:42:57	73	1:06:44	53	0:29:08	57	46		20歳以上男子	34	
53	93	加藤 健次	52	男	愛知県	1:36:10	0:17:33	56	0:07:22	0:42:06	64	1:07:01	54	0:29:09	58	47		20歳以上男子	35	
54	85	有田 和英	50	男	愛知県	1:36:26	0:18:09	63	0:10:34	0:44:12	81	1:12:55	81	0:23:31	23	48		20歳以上男子	36	
55	74	宇佐美 貴史	45	男	愛知県	1:36:27	0:16:33	50	0:06:54	0:43:36	79	1:07:03	55	0:29:24	62	49		20歳以上男子	37	
56	56	西村 千鶴	44	女	愛知県	1:36:35	0:16:59	54	0:08:12	0:42:13	66	1:07:24	60	0:29:11	60		7	20歳以上女子	2	
57	10	楠田 悦子	39	女	埼玉県	1:36:44	0:16:23	47	0:05:53	0:42:19	68	1:04:35	47	0:32:09	75		8	20歳以上女子	3	
58	96	吉田 豊行	52	男	大阪府	1:36:47	0:15:53	43	0:06:47	0:40:21	53	1:03:01	43	0:33:46	81	50		20歳以上男子	38	
59	92	籾山 佳宏	52	男	愛知県	1:37:13	0:21:04	77	0:07:18	0:38:57	42	1:07:19	59	0:29:54	69	51		20歳以上男子	39	
60	63	高嶋 秀子	63	女	大阪府	1:37:24	0:21:13	79	0:06:34	0:41:01	60	1:08:48	67	0:28:36	52		9	20歳以上女子	4	
61	71	熊崎 嘉月	44	男	愛知県	1:37:28	0:17:46	60	0:07:07	0:42:49	72	1:07:42	61	0:29:46	65	52		20歳以上男子	40	
62	101	深谷 真見	56	男	岐阜県	1:37:38	0:19:47	72	0:06:55	0:38:36	41	1:05:18	50	0:32:20	76	53		20歳以上男子	41	
63	103	神田 憲彦	56	男	愛知県	1:37:56	0:18:40	67	0:09:56	0:41:00	59	1:09:36	70	0:28:20	50	54		20歳以上男子	42	
64	106	竹内 昭久	58	男	東京都	1:38:12	0:21:30	84	0:07:45	0:40:03	51	1:09:18	68	0:28:54	55	55		20歳以上男子	43	
65	98	宮嶋 寛治	53	男	静岡県	1:39:19	0:22:18	88	0:09:50	0:37:57	36	1:10:05	72	0:29:14	61	56		20歳以上男子	44	
66	83	原 大治朗	48	男	岐阜県	1:39:41	0:21:18	80	0:06:59	0:42:45	71	1:11:02	75	0:28:39	53	57		20歳以上男子	45	
67	46	古橋 謙佑	32	男	愛知県	1:39:48	0:16:16	45	0:06:52	0:46:51	89	1:09:59	71	0:29:49	67	58		20歳以上男子	46	
68	100	福嶋 康雄	55	男	愛知県	1:40:38	0:22:03	87	0:08:49	0:39:28	49	1:10:20	73	0:30:18	72	59		20歳以上男子	47	
69	112	小平 達三	60	男	岐阜県	1:40:56	0:26:32	99	0:06:14	0:39:19	47	1:12:05	78	0:28:51	54	60		20歳以上男子	48	
70	77	田口 文泰	47	男	愛知県	1:41:24	0:16:56	52	0:09:02	0:41:53	63	1:07:51	63	0:33:33	79	61		20歳以上男子	49	
71	70	竹内 好彦	44	男	愛知県	1:41:35	0:26:09	97	0:08:24	0:37:56	35	1:12:29	80	0:29:06	56	62		20歳以上男子	50	
72	81	鈴木 久彰	48	男	愛知県	1:41:38	0:18:23	65	0:07:52	0:45:34	85	1:11:49	77	0:29:49	68	63		20歳以上男子	51	
73	110	大矢 復	60	男	神奈川県	1:41:58	0:16:47	51	0:06:26	0:43:13	75	1:06:26	52	0:35:32	86	64		20歳以上男子	52	
74	54	中嶋 寛	39	男	兵庫県	1:42:47	0:19:13	70	0:08:24	0:41:07	61	1:08:44	66	0:34:03	82	65		20歳以上男子	53	
75	33	松井 大輝	22	男	学連	1:42:57	0:24:07	93	0:08:55	0:40:46	57	1:13:48	82	0:29:09	59	66		20歳以上男子	54	
76	39	大津 優人	28	男	愛知県	1:42:59	0:25:15	95	0:07:58	0:41:19	62	1:14:32	83	0:28:27	51	67		20歳以上男子	55	
77	58	伊藤 美恵	46	女	愛知県	1:43:30	0:15:38	41	0:06:21	0:42:37	70	1:04:36	48	0:38:54	94		10	20歳以上女子	5	
78	117	西岡 章彦	66	男	兵庫県	1:46:00	0:17:55	62	0:06:48	0:42:23	69	1:07:06	56	0:38:54	93	68		20歳以上男子	56	
79	61	田中 滝恵	52	女	兵庫県	1:46:04	0:18:21	64	0:09:07	0:43:33	78	1:11:01	74	0:35:03	84		11	20歳以上女子	6	
80	122	小川 憲保	75	男	奈良県	1:48:37	0:20:16	74	0:09:52	0:42:16	67	1:12:24	79	0:36:13	88	69		20歳以上男子	57	
81	38	清水 康成	27	男	岐阜県	1:48:41	0:23:40	92	0:11:58	0:43:21	76	1:18:59	89	0:29:42	64	70		20歳以上男子	58	
82	73	林 清永	45	男	長野県	1:48:48	0:18:30	66	0:08:30	0:38:34	40	1:05:34	51	0:43:14	97	71		20歳以上男子	59	
83	118	増田 永一	67	男	静岡県	1:50:50	0:21:26	82	0:10:04	0:45:51	86	1:17:21	85	0:33:29	78	72		20歳以上男子	60	
84	27	高岡 宏太朗	21	男	学連	1:51:07	0:21:10	78	0:10:10	0:49:30	96	1:20:50	92	0:30:17	71	73		20歳以上男子	61	
85	7	小酒井 莉乃	20	女	学連	1:51:26	0:15:43	42	0:05:24	1:02:57	100	1:24:04	96	0:27:22	47		12	20歳以上女子	7	
86	108	一宮 修	59	男	愛知県	1:53:25	0:23:38	91	0:08:01	0:44:21	82	1:16:00	84	0:37:25	90	74		20歳以上男子	62	
87	94	岡本 秀樹	52	男	愛知県	1:53:28	0:16:59	53	0:08:46	0:43:47	80	1:09:32	69	0:43:56	100	75		20歳以上男子	63	
88	9	Alina Tyo	31	女	UZB	1:53:48	0:17:24	55	0:09:17	0:51:52	98	1:18:33	88	0:35:15	85		13	20歳以上女子	8	
89	44	林 拳人	31	男	東京都	1:54:53	0:26:27	98	0:08:43	0:45:57	87	1:21:07	94	0:33:46	80	76		20歳以上男子	64	
90	109	伊藤 秀司	59	男	愛知県	1:55:12	0:27:07	101	0:07:38	0:48:22	91	1:23:07	95	0:32:05	74	77		20歳以上男子	65	
91	121	中島 安興	74	男	富山県	1:55:15	0:19:05	69	0:07:27	0:45:16	84	1:11:48	76	0:43:27	98	78		20歳以上男子	66	
92	8	浅野 七海	27	女	愛知県	1:55:15	0:23:33	90	0:08:36	0:48:33	93	1:20:42	91	0:34:33	83		14	20歳以上女子	9	
93	80	山田 昌一	48	男	愛知県	1:55:31	0:21:58	86	0:08:48	0:48:39	94	1:19:25	90	0:36:06	87	79		20歳以上男子	67	
94	102	中川 真史	56	男	愛知県	1:55:41	0:18:47	68	0:11:46	0:46:50	88	1:17:23	86	0:38:18	91	80		20歳以上男子	68	
95	35	坂本 尚輝	26	男	東京都	1:58:01	0:25:03	94	0:11:30	0:48:14	90	1:24:47	97	0:33:14	77	81		20歳以上男子	69	
96	49	中村 隆司	34	男	愛知県	1:58:42	0:20:38	76	0:08:53	0:48:27	92	1:17:58	87	0:40:44	96	82		20歳以上男子	70	
97	64	水谷 良江	63	女	愛知県	2:03:35	0:26:35	100	0:09:15	0:49:07	95	1:24:57	98	0:38:38	92		15	20歳以上女子	10	
98	62	尾関 朋子	55	女	愛知県	2:05:48	0:21:53	85	0:10:39	0:55:59	99	1:28:31	99	0:37:17	89		16	20歳以上女子	11	
99	105	鹿野 昌宏	57	男	愛知県	2:10:12	0:17:44	59	0:18:44	0:44:33	83	1:21:01	93	0:49:11	101	83		20歳以上男子	71	
100	59	近藤 華菜子	47	女	愛媛県	2:12:14	0:25:54	96	0:11:33	0:51:15	97	1:28:42	100	0:43:32	99		17	20歳以上女子	12	
101	36	安室 秀一	26	男	愛知県	2:21:09	0:21:24	81	0:10:06	1:08:57	101	1:40:27	101	0:40:42	95	84		20歳以上男子	72	
DNF	42	青木 宏一朗	30	男	岐阜県													20歳以上男子		
DNF	51	伊藤 光陽	37	男	愛知県													20歳以上男子		
SKIP	55	山田 章	41	女	愛知県					0:29:43				0:19:07				20歳以上女子		
SKIP	84	松野 淳二	49	男	愛知県					0:42:11				0:28:45				20歳以上男子		
DSQ	40	原田 悠史	30	男	東京都	1:36:02	0:25:26		0:08:52	0:30:45		1:05:03		0:30:59				20歳以上男子		
DSQ	41	岩本 脩	30	男	愛知県	1:28:19	0:20:06		0:08:55	0:23:12		0:52:13		0:36:06				20歳以上男子		
DSQ	52	上岡 賢輔	37	男	愛知県	1:13:22	0:24:00		0:09:16	0:22:42		0:55:58		0:17:24				20歳以上男子		
DSQ	57	松下 千尋	45	女	愛知県	1:40:07	0:17:21		0:08:09	0:53:07		1:18:37		0:21:30				20歳以上女子		
DSQ	89	浅井 智則	51	男	愛知県	1:23:16	0:18:48		0:07:44	0:38:17		1:04:49		0:18:27				20歳以上男子		
DNS	18	加藤 龍之介	17	男	東京都													20歳未満男子		
DNS	43	澤田 祐樹	31	男	神奈川県													20歳以上男子		
DNS	50	柏原 雄基	37	男	愛知県													20歳以上男子		
DNS	53	牧野 健太郎	38	男	愛知県													20歳以上男子		
DNS	87	内藤 俊宏	51	男	大阪府													20歳以上男子		
DNS	88	石川 達也	51	男	愛知県													20歳以上男子		
DNS	91	森下 隆	52	男	愛知県													20歳以上男子		
DNS	95	脇坂 敏弘	52	男	愛知県													20歳以上男子		
DNS	114	坪井 修一	62	男	大阪府													20歳以上男子		
DNS	115	伊藤 正明	63	男	長野県													20歳以上男子		
DNS	116	大滝 祐吉	64	男	長野県													20歳以上男子		
