総合順位	No.	氏名	年齢	所属	総合記録	ｽｲﾑﾗｯﾌﾟ	Ｓ順	ﾊﾞｲｸﾗｯﾌﾟ	Ｂ順	ｽﾌﾟﾘｯﾄ	通過	ﾗﾝﾗｯﾌﾟ	Ｒ順	区分	区分順位
35	1067	山本 真紀恵	59	千葉県トライアスロン連合	2:42:24	0:31:56	51	1:19:19	38	1:53:41	40	0:48:43	27	55-59女子	3
36	1027	吉田 由真	32	大阪府トライアスロン協会	2:43:07	0:27:39	32	1:21:16	43	1:51:12	31	0:51:55	42	30-34女子	5
37	1021	Indigo Stifel	30	東京都トライアスロン連合	2:43:25	0:24:37	11	1:25:27	61	1:52:52	38	0:50:33	36	30-34女子	6
38	1034	宮原 千明	38	神奈川県トライアスロン連合	2:44:13	0:24:13	9	1:27:50	69	1:55:21	43	0:48:52	28	35-39女子	4
39	1023	木村 紗希	33	大阪府トライアスロン協会	2:44:33	0:30:48	44	1:20:57	41	1:54:50	41	0:49:43	34	30-34女子	7
40	1049	三浦 明日香	46	愛知県トライアスロン協会	2:45:16	0:33:11	63	1:21:13	42	1:57:20	49	0:47:56	22	45-49女子	5
41	1057	南 佳子	54	大阪府トライアスロン協会	2:47:41	0:25:30	19	1:24:03	56	1:52:31	35	0:55:10	59	50-54女子	4
42	1072	鹿野 美保	62	愛知県トライアスロン協会	2:48:06	0:31:44	47	1:17:28	26	1:53:27	39	0:54:39	56	60-64女子	1
43	1016	松友 希帆	27	愛媛県トライアスロン協会	2:48:27	0:27:04	29	1:24:27	57	1:55:04	42	0:53:23	50	25-29女子	6
44	1024	千々岩 彩音	30	大阪府トライアスロン協会	2:49:02	0:28:56	38	1:26:11	64	1:57:39	52	0:51:23	38	30-34女子	8
45	1071	太田 陽子	60	神奈川県トライアスロン連合	2:49:13	0:31:50	50	1:22:17	50	1:57:20	50	0:51:53	41	60-64女子	2
46	1064	田丸 統子	58	奈良県トライアスロン協会	2:49:18	0:32:12	56	1:22:17	49	1:57:30	51	0:51:48	40	55-59女子	4
47	1055	本澤 実央	52	埼玉県トライアスロン連合	2:49:39	0:28:09	36	1:26:35	67	1:57:52	54	0:51:47	39	50-54女子	5
48	1065	萩原 文子	59	神奈川県トライアスロン連合	2:49:51	0:31:09	46	1:21:30	45	1:55:26	44	0:54:25	55	55-59女子	5
49	1063	高澤 由美	58	千葉県トライアスロン連合	2:50:03	0:31:48	49	1:21:54	48	1:57:58	55	0:52:05	45	55-59女子	6
50	1015	堀田 愛	28	茨城県トライアスロン協会	2:50:53	0:27:52	34	1:26:00	63	1:56:33	46	0:54:20	54	25-29女子	7
51	1030	鬼頭 枝里	35	トライアスロンフクオカ	2:52:02	0:35:28	74	1:19:18	37	1:58:31	57	0:53:31	52	35-39女子	5
52	1062	佐野 千穂	55	広島県トライアスロン協会	2:52:51	0:37:44	77	1:18:47	32	2:00:47	64	0:52:04	44	55-59女子	7
53	1075	中軽米 恵子	61	埼玉県トライアスロン連合	2:53:10	0:32:32	59	1:22:30	52	1:57:48	53	0:55:22	60	60-64女子	3
54	1052	山本 愛	45	神奈川県トライアスロン連合	2:53:15	0:31:46	48	1:26:34	66	2:00:55	65	0:52:20	46	45-49女子	6
55	1046	関根 美樹	49	東京都トライアスロン連合	2:53:27	0:27:44	33	1:26:31	65	1:58:04	56	0:55:23	61	45-49女子	7
56	1022	門脇 香子	33	茨城県トライアスロン協会	2:53:46	0:26:01	22	1:21:29	44	1:51:39	32	1:02:07	73	30-34女子	9
57	1002	柴田 知佳	18	日本学生トライアスロン連合	2:53:47	0:30:32	43	1:27:51	70	2:01:14	66	0:52:33	48	16-19女子	1
58	1037	佐藤 万里恵	43	香川県トライアスロン協会	2:54:28	0:33:12	64	1:23:20	53	1:59:31	58	0:54:57	58	40-44女子	6
59	1060	古賀 美紀	58	熊本県トライアスロン連合	2:55:13	0:38:34	78	1:16:47	22	1:59:40	60	0:55:33	62	55-59女子	8
60	1074	田久世 奈々子	61	兵庫県トライアスロン協会	2:55:26	0:33:52	66	1:17:18	24	1:56:10	45	0:59:16	68	60-64女子	4
61	1048	西川 美ゆき	47	東京都トライアスロン連合	2:55:26	0:32:35	60	1:24:52	58	2:01:14	67	0:54:12	53	45-49女子	8
62	1031	今 佑華	39	東京都トライアスロン連合	2:56:38	0:33:56	67	1:22:18	51	2:00:20	63	0:56:18	63	35-39女子	6
63	1043	北見 玲衣子	49	東京都トライアスロン連合	2:58:56	0:32:19	57	1:30:10	72	2:06:35	70	0:52:21	47	45-49女子	9
64	1083	鈴木 えり香	65	神奈川県トライアスロン連合	2:58:59	0:30:14	41	1:25:25	60	1:59:38	59	0:59:21	69	65-69女子	1
65	1073	菊池 美奈	62	東京都トライアスロン連合	2:59:27	0:32:44	61	1:20:32	40	1:57:13	48	1:02:14	74	60-64女子	5
66	1068	若杉 利香	55	愛知県トライアスロン協会	3:00:25	0:32:09	54	1:23:58	54	1:59:56	62	1:00:29	70	55-59女子	9
67	1066	林 真由美	58	兵庫県トライアスロン協会	3:02:39	0:32:00	52	1:21:33	46	1:56:37	47	1:06:02	78	55-59女子	10
68	1069	一村 多美代	63	熊本県トライアスロン連合	3:03:01	0:34:34	71	1:28:51	71	2:08:08	71	0:54:53	57	60-64女子	6
69	1053	菊地 絵理香	53	東京都トライアスロン連合	3:03:45	0:33:09	62	1:21:37	47	1:59:41	61	1:04:04	77	50-54女子	6
70	1006	中田 天那	21	日本学生トライアスロン連合	3:06:27	0:33:41	65	1:27:13	68	2:05:13	68	1:01:14	72	20-24女子	9
71	1047	竹内 祥恵	47	北海道トライアスロン連合	3:06:41	0:41:07	82	1:24:01	55	2:09:11	72	0:57:30	65	45-49女子	10
72	1086	藤井 眞由美	65	愛知県トライアスロン協会	3:07:17	0:32:00	53	1:30:49	73	2:06:23	69	1:00:54	71	65-69女子	2
73	1045	城田 全江	46	トライアスロンフクオカ	3:07:26	0:38:46	79	1:31:50	75	2:13:59	78	0:53:27	51	45-49女子	11
74	1077	藤澤 洋子	61	北海道トライアスロン連合	3:08:11	0:45:13	84	1:25:35	62	2:15:02	80	0:53:09	49	60-64女子	7
75	1070	恵良 奈緒美	61	山口県トライアスロン連合	3:10:22	0:34:10	69	1:33:04	80	2:11:22	73	0:59:00	67	60-64女子	8
76	1089	若木 眞喜子	73	鳥取県トライアスロン協会	3:10:50	0:36:45	75	1:33:04	79	2:13:35	76	0:57:15	64	70-74女子	1
77	1087	小杉 智英子	70	大阪府トライアスロン協会	3:15:11	0:34:48	72	1:33:50	81	2:12:41	75	1:02:30	75	70-74女子	2
78	1078	青木 みどり	69	東京都トライアスロン連合	3:17:46	0:37:25	76	1:32:13	78	2:14:53	79	1:02:53	76	65-69女子	3
79	1082	栗 町子	65	広島県トライアスロン協会	3:27:12	0:34:29	70	1:31:54	76	2:13:55	77	1:13:17	80	65-69女子	4
80	1085	名和 千洋子	69	北海道トライアスロン連合	3:29:28	0:33:58	68	1:37:53	82	2:17:56	82	1:11:32	79	65-69女子	5
81	1079	岡本 美知子	66	大阪府トライアスロン協会	3:32:12	0:40:15	80	1:31:20	74	2:16:46	81	1:15:26	81	65-69女子	6
82	1081	片田 知子	65	神奈川県トライアスロン連合	3:34:36	0:35:15	73	1:32:05	77	2:11:32	74	1:23:04	83	65-69女子	7
83	1080	小田 佳代子	66	埼玉県トライアスロン連合	3:44:42	0:40:58	81	1:40:10	83	2:26:30	83	1:18:12	82	65-69女子	8
DNF	1033	伏見 英	37	東京都トライアスロン連合		0:43:30	83							35-39女子	
DNS	1001	國分 小夏	19	日本学生トライアスロン連合										16-19女子	
DNS	1040	野間 恵莉	40	愛媛県トライアスロン協会										40-44女子	
DNS	1076	新田 泰子	60	宮城県トライアスロン協会										60-64女子	
DNS	1084	中村 尚子	68	大阪府トライアスロン協会										65-69女子	
DNS	1088	福田 百合子	74	熊本県トライアスロン連合										70-74女子	
