総合順位	No.	氏名	年齢	性別	都道府県	総合記録	スイムラップ	S順	バイクラップ	B順	ランラップ	R順	男子順位	女子順位
548	127	宮本 明子	45	女	鳥取県	12:19:15	1:15:01	726	6:30:22	798	4:33:52	220		
826	128	木村 雅子	56	女	鳥取県	14:20:27	1:13:04	690	7:10:44	868	5:56:39	707		
	129	若木 眞喜子	63	女	鳥取県		1:19:23	806						
26	150	堀 直之	45	男	ＮＺＬ	9:16:45	0:46:14	7	4:35:54	31	3:54:37	69	26	
645	151	小田 大作	32	男	北海道	12:54:58	1:05:02	426	6:12:02	705	5:37:54	626	590	
	152	高塚 成昭	39	男	北海道		1:57:35	905						
171	153	田中 はじめ	44	男	北海道	10:30:32	1:02:16	336	5:10:48	244	4:17:28	144	163	
611	154	今井 利雄	51	男	北海道	12:42:25	1:17:15	779	6:00:46	627	5:24:24	563	563	
681	155	渡辺 利之	47	男	青森県	13:07:31	1:20:32	819	5:58:18	613	5:48:41	688	618	
813	156	伊藤 秀範	60	男	岩手県	14:13:38	1:11:17	642	6:48:09	846	6:14:12	762	728	
246	157	齋藤 啓吾	39	男	宮城県	10:56:12	1:04:16	387	5:17:40	308	4:34:16	224	233	
80	158	氏家 正裕	44	男	宮城県	9:51:21	0:54:18	113	4:36:25	37	4:20:38	157	75	
673	159	後藤 誠	47	男	宮城県	13:05:17	1:06:33	480	6:10:52	697	5:47:52	682	612	
779	160	小西 裕之	51	男	秋田県	13:57:36	1:15:37	737	6:31:30	805	6:10:29	751	700	
778	161	金子 大成	60	男	福島県	13:57:10	1:14:28	721	6:15:57	727	6:26:45	796	699	
595	162	福田 毅	30	男	茨城県	12:35:18	1:12:48	685	5:11:40	249	6:10:50	755	549	
823	165	栗原 恵一	39	男	茨城県	14:19:48	1:21:17	822	6:55:09	857	6:03:22	727	736	
558	166	櫻井 正啓	41	男	茨城県	12:25:01	1:12:01	660	6:01:15	631	5:11:45	488	516	
730	167	中田 輝明	42	男	茨城県	13:28:46	1:09:14	588	7:15:31	871	5:04:01	432	660	
561	168	大越 勝之	49	男	茨城県	12:25:34	1:02:55	347	5:56:06	597	5:26:33	570	518	
316	169	田所 洋貴	50	男	茨城県	11:17:39	1:07:07	495	5:10:46	243	4:59:46	406	299	
682	170	海野 義貴	52	男	茨城県	13:07:41	1:05:22	442	5:51:52	559	6:10:27	750	619	
537	171	島居 徹	57	男	茨城県	12:17:02	1:00:50	292	5:54:03	584	5:22:09	547	500	
629	172	片岡 康夫	61	男	茨城県	12:49:27	1:00:59	295	5:46:16	515	6:02:12	723	577	
661	173	彌勒寺 寛之	35	男	栃木県	13:02:18	1:04:37	407	5:42:39	492	6:15:02	765	602	
312	174	高橋 敬二郎	37	男	栃木県	11:16:41	1:06:22	476	5:21:36	337	4:48:43	322	295	
815	175	田中 聡	41	男	栃木県	14:14:41	1:50:06	903	5:48:48	536	6:35:47	814	730	
176	176	門田 聡	42	男	群馬県	10:31:45	1:11:46	651	5:12:31	263	4:07:28	113	168	
250	177	櫻井 正明	57	男	群馬県	10:57:03	1:04:52	415	5:18:19	315	4:33:52	220	236	
507	178	上原 勝美	64	男	群馬県	12:10:05	1:16:37	770	6:06:10	665	4:47:18	314	472	
812	179	青木 理	38	男	埼玉県	14:13:29	1:15:33	733	6:36:12	820	6:21:44	783	727	
603	180	小平 純一	38	男	埼玉県	12:39:36	1:04:23	391	5:51:45	557	5:43:28	652	555	
148	181	小平 隆広	38	男	埼玉県	10:21:02	1:04:36	404	4:58:46	157	4:17:40	145	140	
299	182	小島 孝彦	39	男	埼玉県	11:12:33	0:52:30	75	5:32:34	428	4:47:29	317	282	
45	183	小林 毅信	39	男	埼玉県	9:32:47	0:55:58	146	4:47:58	83	3:48:51	46	44	
400	184	小芝 真一	40	男	埼玉県	11:41:12	0:56:32	154	5:46:03	514	4:58:37	400	376	
	185	田中 朋薫	40	男	埼玉県		1:13:52	713	6:49:08	849				
333	186	足立 正弘	41	男	埼玉県	11:23:20	0:53:24	91	5:12:51	268	5:17:05	520	316	
491	187	伊藤 渉	42	男	埼玉県	12:05:31	1:16:06	754	5:49:36	543	4:59:49	407	457	
518	188	大川 敦	42	男	埼玉県	12:12:37	1:04:31	398	5:52:42	572	5:15:24	506	483	
106	189	山口 高寛	45	男	埼玉県	10:05:00	0:53:10	85	4:53:54	123	4:17:56	148	100	
794	190	宮地 俊和	48	男	埼玉県	14:03:38	1:18:29	797	6:34:08	815	6:11:01	756	712	
134	191	中村 定義	52	男	埼玉県	10:16:37	0:53:18	87	4:57:44	151	4:25:35	178	127	
448	193	石井 利夫	55	男	埼玉県	11:53:21	1:08:09	547	5:38:18	467	5:06:54	455	419	
473	195	飛田 祐志	26	男	千葉県	12:01:05	1:05:50	466	5:31:20	417	5:23:55	559	441	
454	196	片岡 大輔	40	男	千葉県	11:55:26	0:52:10	71	5:23:58	357	5:39:18	635	425	
552	197	砥上 雅夫	42	男	千葉県	12:20:46	1:25:13	859	6:02:23	638	4:53:10	357	511	
698	198	増田 健太郎	42	男	千葉県	13:14:10	1:12:22	671	6:27:48	788	5:34:00	600	632	
152	200	田島 武治	46	男	千葉県	10:22:05	0:48:54	29	5:06:48	211	4:26:23	180	144	
633	201	中川 圭介	46	男	千葉県	12:51:03	1:07:01	489	6:17:06	736	5:26:56	572	580	
159	202	入江 正和	47	男	千葉県	10:25:05	0:57:49	182	4:56:53	146	4:30:23	198	151	
592	204	宮川 岳晴	48	男	千葉県	12:35:04	0:58:55	215	5:35:45	452	6:00:24	718	547	
349	205	米納 憲	49	男	千葉県	11:26:27	1:08:45	572	5:30:07	406	4:47:35	318	332	
379	206	丸茂 敏幸	50	男	千葉県	11:34:20	1:01:56	330	5:14:33	280	5:07:51	462	359	
244	207	木本 一彰	51	男	千葉県	10:55:07	0:51:40	62	5:26:27	375	4:37:00	241	231	
642	208	杉浦 健文	52	男	千葉県	12:54:27	1:05:50	466	5:39:55	480	6:08:42	740	587	
590	209	北山 毅	54	男	千葉県	12:34:25	1:09:19	592	5:49:18	540	5:35:48	612	545	
734	210	森本 貴代和	54	男	千葉県	13:30:32	1:28:35	879	6:16:36	732	5:45:21	662	663	
72	211	苅込 直和	57	男	千葉県	9:43:40	1:01:07	297	4:48:26	85	3:54:07	64	69	
478	213	木村 友貴	32	男	東京都	12:02:14	1:12:29	675	5:37:41	462	5:12:04	491	445	
651	214	永井 浩樹	33	男	東京都	12:57:39	1:10:04	618	6:09:30	689	5:38:05	627	596	
167	215	尾崎 博樹	34	男	東京都	10:28:42	0:58:26	207	4:56:40	145	4:23:36	168	159	
104	216	深堀 洋介	34	男	東京都	10:03:59	0:59:20	224	5:00:47	168	3:53:52	62	98	
423	217	丸井 禎之	34	男	東京都	11:46:29	1:00:13	268	5:20:46	331	5:15:30	508	396	
612	218	森田 陽介	35	男	東京都	12:42:34	1:07:13	501	5:47:07	523	5:48:14	684	564	
259	219	小原 裕也	36	男	東京都	11:00:01	1:04:40	410	5:01:47	174	4:53:34	360	245	
155	220	西明 宏之	37	男	東京都	10:23:35	1:05:18	437	5:21:40	338	3:56:37	79	147	
305	221	鈴木 知幸	37	男	東京都	11:14:16	0:58:03	197	5:26:52	377	4:49:21	326	288	
455	222	青山 泰	38	男	東京都	11:55:30	1:08:14	550	5:49:52	545	4:57:24	390	426	
528	223	石井 正吾	39	男	東京都	12:14:37	1:01:45	320	5:50:13	547	5:22:39	550	492	
42	224	関根 雷太	39	男	東京都	9:30:14	0:53:38	99	4:41:18	60	3:55:18	72	42	
63	225	多田 将英	39	男	東京都	9:40:57	0:59:14	221	4:57:28	148	3:44:15	26	62	
238	226	柚木 孝之	40	男	東京都	10:52:26	1:04:34	400	5:01:33	171	4:36:19	235	226	
283	227	金澤 信隆	41	男	東京都	11:06:32	0:57:45	179	5:27:30	382	4:41:17	272	267	
54	228	長辻 肇	41	男	東京都	9:37:42	0:52:59	82	4:56:18	140	3:48:25	43	53	
62	229	中野 正紀	42	男	東京都	9:40:56	0:54:37	120	4:44:20	71	4:01:59	96	61	
187	230	山口 仁	42	男	東京都	10:35:23	1:02:37	342	5:21:34	336	4:11:12	127	179	
223	231	岩門 一彦	43	男	東京都	10:46:28	0:59:43	238	5:00:38	166	4:46:07	308	212	
413	232	柳川 顕	43	男	東京都	11:44:28	1:11:21	645	5:48:22	531	4:44:45	298	389	
519	233	荒木 康太郎	44	男	東京都	12:12:59	1:09:18	591	6:06:40	667	4:57:01	388	484	
424	234	今田 俊也	44	男	東京都	11:46:31	0:51:10	55	5:37:40	461	5:17:41	522	397	
719	235	近藤 敏	44	男	東京都	13:23:03	1:15:30	732	5:53:04	574	6:04:29	730	650	
684	237	小澤 克年	45	男	東京都	13:08:59	1:11:51	654	6:08:55	684	5:48:13	683	621	
801	238	髙井 春彦	45	男	東京都	14:07:06	1:09:21	595	6:09:33	690	6:38:12	817	718	
570	239	中川 隆志	45	男	東京都	12:29:21	0:57:57	191	5:48:56	537	5:42:28	649	527	
845	240	村上 祐二	45	男	東京都	14:26:17	0:54:12	110	5:52:12	567	7:29:53	846	754	
113	241	大柿 強	46	男	東京都	10:08:29	1:07:56	536	4:36:09	35	4:24:24	174	107	
784	242	佐々田 倫太郎	46	男	東京都	13:58:56	1:19:45	811	6:39:17	831	5:59:54	716	705	
554	243	段原 一聽	46	男	東京都	12:21:57	0:59:11	220	5:52:52	573	5:29:54	584	513	
641	244	中田 太治	46	男	東京都	12:53:56	1:23:28	844	6:18:35	745	5:11:53	489	586	
293	245	福田 隆史	46	男	東京都	11:09:16	1:04:56	420	5:06:48	211	4:57:32	391	276	
319	246	松下 孝行	46	男	東京都	11:18:38	1:07:17	506	5:16:40	302	4:54:41	368	302	
607	247	宮崎 幸宏	46	男	東京都	12:41:19	1:11:38	649	5:49:34	542	5:30:07	585	559	
809	248	丸山 雅己	47	男	東京都	14:10:13	1:00:15	271	6:27:18	782	6:42:40	824	724	
534	249	大塚 邦幸	48	男	東京都	12:15:48	1:12:12	666	5:48:41	534	5:14:55	505	498	
255	250	菅沼 通夫	48	男	東京都	10:58:19	1:09:06	583	5:12:11	257	4:37:02	242	241	
445	251	長友 秀憲	48	男	東京都	11:52:22	0:55:39	144	5:11:58	252	5:44:45	658	417	
522	252	梅原 成郎	49	男	東京都	12:13:15	1:04:29	396	5:46:44	518	5:22:02	546	487	
409	253	江渕 泰久	49	男	東京都	11:44:06	1:07:17	506	5:19:03	320	5:17:46	523	385	
369	254	長谷川 哲也	49	男	東京都	11:32:00	1:08:31	560	5:28:48	390	4:44:41	297	350	
763	255	木村 太	50	男	東京都	13:48:08	1:26:03	866	6:11:31	702	6:00:34	719	686	
378	256	楠野 泰之	50	男	東京都	11:33:56	1:08:34	563	5:34:55	445	4:50:27	338	358	
580	257	妹尾 信一	51	男	東京都	12:31:37	0:41:09	1	5:35:13	447	6:15:15	767	536	
	258	山川 雅之	51	男	東京都		1:00:04	259	5:47:06	522				
304	259	池水 雄一	52	男	東京都	11:14:14	0:59:26	228	5:18:59	318	4:55:49	381	287	
798	260	呉 英仁	53	男	東京都	14:05:57	1:10:26	628	6:17:08	737	6:28:23	802	716	
275	262	伊藤 毅志	54	男	東京都	11:04:54	0:55:33	142	5:29:59	404	4:39:22	258	260	
759	263	樫野 薫彦	54	男	東京都	13:42:13	1:19:32	807	6:03:19	646	6:19:22	779	683	
314	264	小林 寛	54	男	東京都	11:17:15	1:04:47	412	5:06:54	213	4:55:34	377	297	
569	265	土場 規雄	54	男	東京都	12:29:14	1:05:49	465	6:24:26	769	4:58:59	404	526	
690	266	嶋村 忠志	55	男	東京都	13:11:15	1:06:42	482	6:17:05	735	5:47:28	676	626	
828	267	大松 智一	57	男	東京都	14:20:34	1:02:15	335	6:26:32	778	6:41:47	821	740	
	268	藤井 謙介	57	男	東京都		1:04:24	392	5:58:17	612				
	269	片又 光宏	58	男	東京都		1:05:25	445	6:50:13	851				
269	270	吉川 直人	59	男	東京都	11:02:30	0:59:34	232	5:24:19	362	4:38:37	253	254	
790	271	石坂 頼二	61	男	東京都	14:00:51	1:27:04	874	6:47:46	843	5:46:01	668	709	
601	272	牧田 護	61	男	東京都	12:38:42	1:07:14	503	5:28:59	392	6:02:29	725	553	
743	273	古賀 芳夫	64	男	東京都	13:34:16	1:05:26	446	6:53:45	856	5:35:05	605	669	
814	274	若松 正和	66	男	東京都	14:14:29	1:35:37	894	6:34:00	814	6:04:52	733	729	
257	275	鈴木 功士	29	男	神奈川県	10:59:24	0:46:42	10	5:01:56	176	5:10:46	484	243	
600	276	松本 晋也	34	男	神奈川県	12:38:13	0:54:51	129	5:59:50	620	5:43:32	654	552	
411	277	服部 一樹	39	男	神奈川県	11:44:17	0:54:06	107	6:03:56	651	4:46:15	309	387	
500	278	溝上 康治	40	男	神奈川県	12:07:52	0:59:56	257	5:14:54	286	5:53:02	699	465	
	279	小原 健太郎	41	男	神奈川県		1:25:44	864						
462	280	鈴木 重章	41	男	神奈川県	11:57:03	1:06:42	482	5:18:12	314	5:32:09	595	432	
83	281	瀧地 秀明	41	男	神奈川県	9:52:15	0:59:53	253	4:42:19	63	4:10:03	125	78	
39	282	河上 擁一	42	男	神奈川県	9:28:44	0:54:53	133	4:53:22	117	3:40:29	18	39	
231	283	能勢 鯨太	43	男	神奈川県	10:49:45	0:54:44	124	5:01:56	176	4:53:05	355	220	
458	284	中澤 和光	44	男	神奈川県	11:56:04	1:12:40	678	5:20:46	331	5:12:38	496	429	
388	285	高橋 岳史	46	男	神奈川県	11:37:06	1:14:26	720	5:29:59	404	4:52:41	351	367	
146	286	小濱 靖典	47	男	神奈川県	10:19:40	1:15:56	751	5:18:32	316	3:45:12	32	138	
278	287	松田 裕行	47	男	神奈川県	11:05:28	1:03:30	362	5:12:11	257	4:49:47	330	263	
572	288	野津 賢治	48	男	神奈川県	12:29:38	0:53:32	96	4:55:37	135	6:40:29	818	529	
704	289	西 智之	50	男	神奈川県	13:18:27	1:09:07	585	6:33:43	813	5:35:37	610	637	
340	290	石原 哲也	52	男	神奈川県	11:25:16	1:04:58	422	5:20:27	327	4:59:51	408	323	
576	291	岡本 達也	52	男	神奈川県	12:30:32	1:07:50	529	6:02:03	636	5:20:39	536	532	
834	292	鈴木 淳一郎	53	男	神奈川県	14:21:38	1:16:06	754	7:03:09	865	6:02:23	724	745	
628	293	喜井 洋介	54	男	神奈川県	12:49:13	0:54:23	115	6:31:05	801	5:23:45	557	576	
541	294	小町 実	54	男	神奈川県	12:17:36	1:08:03	542	5:49:29	541	5:20:04	535	504	
783	295	佐藤 友紀	54	男	神奈川県	13:58:24	1:22:19	836	6:47:05	842	5:49:00	690	704	
817	296	大北 武志	55	男	神奈川県	14:15:16	1:17:42	788	6:39:29	832	6:18:05	772	732	
787	297	武田 邦裕	58	男	神奈川県	14:00:02	1:18:03	790	6:15:14	724	6:26:45	796	707	
539	298	杉山 豊	60	男	神奈川県	12:17:09	1:19:00	802	5:39:54	479	5:18:15	526	502	
726	300	斉藤 信之	68	男	神奈川県	13:27:22	1:14:54	724	6:00:06	622	6:12:22	760	657	
351	301	市川 尚	50	男	新潟県	11:26:49	1:04:11	383	5:32:46	431	4:49:52	331	334	
506	302	富井 浩	50	男	新潟県	12:09:56	0:51:35	61	4:43:33	68	6:24:48	791	471	
	304	栗林 正	74	男	新潟県		1:01:35	311	7:04:51	866				
32	305	髙本 健太郎	37	男	富山県	9:23:18	0:56:45	157	4:42:24	64	3:44:09	25	32	
360	306	森重 健一	38	男	富山県	11:29:55	1:21:30	827	5:29:56	403	4:38:29	252	341	
121	307	太田 英樹	46	男	富山県	10:13:02	1:02:51	346	4:58:55	158	4:11:16	128	115	
484	308	松岡 信夫	65	男	富山県	12:03:53	1:09:11	586	5:32:23	426	5:22:19	548	450	
101	309	寺井 賢一	44	男	石川県	10:02:22	1:09:47	609	4:47:48	81	4:04:47	103	95	
36	310	網江 孝雄	45	男	石川県	9:26:34	0:54:39	121	4:37:27	40	3:54:28	68	36	
166	311	松永 裕之	47	男	石川県	10:28:18	1:00:44	289	5:00:06	163	4:27:28	187	158	
252	312	高森 正一	49	男	石川県	10:57:22	1:15:36	735	5:10:51	245	4:30:55	201	238	
543	313	西田 修	51	男	石川県	12:18:32	1:10:46	635	5:43:09	494	5:24:37	565	506	
824	314	長田 正睦	52	男	石川県	14:20:03	1:25:08	857	6:56:47	860	5:58:08	711	737	
649	315	小谷内 正人	53	男	石川県	12:56:16	1:13:11	693	5:55:24	595	5:47:41	679	594	
440	316	清水 健一郎	55	男	石川県	11:51:14	1:05:51	468	5:10:16	238	5:35:07	606	412	
732	317	寺田 清	64	男	石川県	13:29:45	0:59:43	238	5:37:33	460	6:52:29	834	662	
302	318	深草 健浩	47	男	福井県	11:13:20	1:12:41	679	5:24:01	358	4:36:38	238	285	
