総合順位	No.	氏名	年齢	性別	都道府県	総合記録	スイムラップ	S順	バイクラップ	B順	ランラップ	R順	男子順位	女子順位
690	112	林 摩耶	30	女	香川県	13:21:52	0:56:46	324	5:55:51	581	6:29:15	767		
697	113	桑野 加恵	45	女	香川県	13:24:34	1:04:20	629	6:46:18	816	5:33:56	536		
513	114	平見 眞里	50	女	香川県	12:19:44	1:06:33	681	5:53:22	564	5:19:49	471		
747	115	林 優子	58	女	香川県	13:50:58	1:03:39	598	6:38:32	802	6:08:47	696		
31	116	細川 江梨子	35	女	愛媛県	9:25:28	0:47:06	40	4:49:27	79	3:48:55	33		
	117	三好 香苗	41	女	愛媛県		1:10:47	779						
444	118	中田 満子	44	女	愛媛県	11:57:21	0:58:15	394	5:45:20	491	5:13:46	438		
	119	田中 絵里	47	女	愛媛県		1:24:36	861						
811	120	濱畑 和子	41	女	福岡県	14:21:49	1:02:56	558	7:00:12	844	6:18:41	728		
680	121	谷川 美喜子	41	女	長崎県	13:18:22	1:06:51	693	6:22:08	741	5:49:23	612		
	122	内海 由加里	54	女	長崎県		1:14:53	819						
325	123	古賀 美紀	46	女	熊本県	11:22:52	1:02:25	531	5:12:01	221	5:08:26	413		
525	124	西村 香織	43	女	沖縄県	12:22:58	1:03:08	572	6:01:27	614	5:18:23	465		
673	126	斉木 博子	44	女	鳥取県	13:16:51	1:14:20	817	6:36:00	794	5:26:31	494		
557	127	宮本 明子	44	女	鳥取県	12:35:51	1:06:15	671	6:46:56	818	4:42:40	257		
	128	矢瀧 慶子	45	女	鳥取県		1:25:01	862	6:52:40	832				
784	129	山﨑 栄子	51	女	鳥取県	14:07:02	1:16:47	841	6:51:19	829	5:58:56	650		
500	151	Ｂａｌｃｏｍｂｅ Ｄａｒｒｅｎ	34	男	ＥＮＧ	12:16:59	1:02:23	528	5:54:23	572	5:20:13	473	474	
210	152	宮田 圭	39	男	北海道	10:47:35	1:01:36	501	5:14:43	245	4:31:16	203	201	
421	153	長谷川 勝巳	47	男	北海道	11:51:00	1:07:28	711	5:22:23	312	5:21:09	475	400	
357	154	貝塚 満明	48	男	青森県	11:30:16	0:51:18	119	5:27:41	359	5:11:17	428	340	
68	155	高橋 幸洋	40	男	岩手県	9:48:03	1:10:51	782	4:39:21	42	3:57:51	56	66	
261	156	齋藤 啓吾	38	男	宮城県	11:04:41	0:57:20	344	5:27:52	361	4:39:29	240	248	
	157	右川 博幹	46	男	宮城県		1:30:28	866	6:11:34	669				
189	158	清水 俊夫	52	男	宮城県	10:42:31	0:58:22	399	5:26:05	351	4:18:04	134	181	
748	159	小澤 宏明	52	男	宮城県	13:51:15	1:11:29	790	6:26:08	757	6:13:38	715	678	
717	160	磯崎 洋一	63	男	秋田県	13:34:08	1:18:13	845	6:08:01	648	6:07:54	694	651	
635	161	川勝 康弘	36	男	山形県	13:00:31	1:02:32	535	5:48:21	520	6:09:38	700	584	
523	162	長崎 真幸	34	男	福島県	12:22:38	1:00:27	452	5:40:23	452	5:41:48	568	490	
694	163	大塚 雄一	51	男	福島県	13:24:01	1:03:01	565	5:57:55	594	6:23:05	753	632	
288	164	福田 毅	29	男	茨城県	11:11:55	1:00:31	458	5:17:39	269	4:53:45	325	275	
801	165	李 忠烈	45	男	茨城県	14:13:41	1:43:57	869	6:19:53	725	6:09:51	701	720	
481	166	大越 勝之	48	男	茨城県	12:10:37	0:58:06	379	5:52:51	560	5:19:40	470	457	
636	167	冨永 宏	51	男	茨城県	13:00:38	1:13:22	809	6:23:34	747	5:23:42	483	585	
578	168	海野 義貴	51	男	茨城県	12:42:57	1:02:02	513	5:56:13	585	5:44:42	585	536	
533	169	島居 徹	56	男	茨城県	12:25:24	0:56:22	299	5:58:07	595	5:30:55	522	497	
403	170	片岡 康夫	60	男	茨城県	11:44:10	0:55:02	259	5:35:49	417	5:13:19	436	383	
771	171	神之浦 久志	34	男	栃木県	14:02:27	1:00:23	449	5:37:45	431	7:24:19	821	698	
612	172	高橋 聡栄	40	男	栃木県	12:53:24	0:58:34	404	6:21:11	735	5:33:39	534	563	
622	173	桜井 憲司	48	男	栃木県	12:56:54	0:56:01	289	6:08:08	651	5:52:45	627	572	
565	175	若林 正人	49	男	栃木県	12:39:00	1:16:14	835	6:11:00	665	5:11:46	430	523	
799	176	橋本 雄二	55	男	栃木県	14:13:19	1:04:32	637	6:48:15	819	6:20:32	737	718	
164	177	門田 聡	41	男	群馬県	10:32:25	0:58:16	395	5:11:29	218	4:22:40	152	156	
473	178	馬場 正基	45	男	群馬県	12:07:21	1:03:13	580	5:23:34	321	5:40:34	566	449	
685	179	須田 靖英	48	男	群馬県	13:20:14	1:01:35	500	5:57:36	591	6:21:03	741	626	
349	180	櫻井 正明	56	男	群馬県	11:27:40	0:56:54	328	5:42:45	472	4:48:01	293	332	
741	181	平島 和哉	35	男	埼玉県	13:47:22	1:28:26	865	6:27:26	766	5:51:30	618	674	
218	182	小島 孝彦	38	男	埼玉県	10:48:53	0:48:41	60	5:20:32	293	4:39:40	242	209	
239	183	山口 高寛	44	男	埼玉県	10:55:23	0:52:06	150	5:02:50	158	5:00:27	364	226	
460	184	穐谷 功	44	男	埼玉県	12:04:00	0:53:50	194	5:27:36	357	5:42:34	573	437	
187	185	小濱 靖典	46	男	埼玉県	10:41:52	1:12:56	804	5:38:56	442	3:50:00	36	179	
413	186	村上 昌文	50	男	埼玉県	11:48:20	1:06:17	673	5:49:56	540	4:52:07	313	392	
603	187	高橋 伸之	53	男	埼玉県	12:49:13	0:58:14	392	6:20:17	731	5:30:42	520	555	
485	188	石井 利夫	54	男	埼玉県	12:12:23	1:00:07	439	5:43:24	478	5:28:52	510	461	
684	190	米山 富美雄	62	男	埼玉県	13:20:02	1:16:33	837	6:02:45	623	6:00:44	656	625	
804	191	西田 光男	63	男	埼玉県	14:14:22	1:15:55	830	6:23:34	747	6:34:53	779	722	
768	192	山本 仁志	64	男	埼玉県	14:01:09	1:12:37	800	6:42:53	809	6:05:39	683	696	
759	194	長谷川 幸央	35	男	千葉県	13:57:37	1:03:03	566	6:15:42	693	6:38:52	786	689	
759	195	諏訪 学顕	36	男	千葉県	13:57:37	1:13:49	814	6:00:15	608	6:43:33	796	689	
734	196	増田 健太郎	41	男	千葉県	13:43:59	1:05:07	651	6:34:57	792	6:03:55	678	667	
427	197	柳川 顕	42	男	千葉県	11:52:43	1:07:46	720	5:47:00	506	4:57:57	341	406	
372	198	濱道 教行	43	男	千葉県	11:35:38	0:55:09	267	5:46:08	496	4:54:21	327	354	
602	199	三橋 衛	44	男	千葉県	12:49:07	1:05:50	662	5:49:58	541	5:53:19	630	554	
696	200	大上 一人	45	男	千葉県	13:24:17	0:58:37	405	6:18:33	713	6:07:07	691	634	
150	201	田島 武治	45	男	千葉県	10:24:18	0:45:00	19	5:11:40	220	4:27:38	174	143	
181	202	足達 松太郎	47	男	千葉県	10:39:46	0:58:11	389	5:20:35	295	4:21:00	147	173	
118	203	米納 憲	48	男	千葉県	10:10:25	0:53:51	195	4:58:47	131	4:17:47	131	112	
251	204	丸茂 敏幸	49	男	千葉県	11:02:15	0:55:55	286	5:16:43	261	4:49:37	303	238	
250	205	木本 一彰	50	男	千葉県	11:00:11	0:49:00	67	5:25:42	349	4:45:29	274	237	
641	206	細淵 祐二	50	男	千葉県	13:02:09	0:58:09	385	6:03:20	628	6:00:40	655	590	
380	207	由井 徹	50	男	千葉県	11:37:57	0:56:26	303	5:15:05	247	5:26:26	493	362	
536	208	北山 毅	53	男	千葉県	12:26:32	1:03:31	592	5:38:19	438	5:44:42	585	499	
107	209	苅込 直和	56	男	千葉県	10:06:31	0:53:20	179	4:53:49	95	4:19:22	139	101	
	210	小林 直美	66	男	千葉県		1:04:02	612						
224	211	佐柄 遼	21	男	東京都	10:51:16	0:53:59	200	4:50:24	83	5:06:53	407	214	
43	212	小林 祐介	22	男	東京都	9:33:17	0:49:21	78	4:47:03	68	3:56:53	54	42	
555	213	川原田 明徳	26	男	東京都	12:35:36	0:56:18	295	5:47:57	516	5:51:21	617	516	
80	214	三宮 功夫	30	男	東京都	9:53:17	0:54:34	231	4:53:40	94	4:05:03	78	76	
807	215	鯉江 篤宏	33	男	東京都	14:17:48	1:01:13	485	6:59:51	843	6:16:44	719	724	
178	217	平野 啓介	35	男	東京都	10:38:41	0:56:31	307	5:06:10	181	4:36:00	219	170	
221	218	小原 裕也	35	男	東京都	10:50:19	0:51:50	135	5:05:48	178	4:52:41	320	212	
241	219	西明 宏之	36	男	東京都	10:55:51	0:56:22	299	5:17:42	270	4:41:47	252	228	
333	220	是角 圭祐	36	男	東京都	11:24:08	1:05:52	663	4:54:35	104	5:23:41	481	317	
300	221	鈴木 知幸	36	男	東京都	11:15:09	0:54:11	210	5:33:36	404	4:47:22	288	286	
645	222	長野 隆二	37	男	東京都	13:04:50	1:01:11	482	6:01:38	615	6:02:01	662	594	
651	224	伊藤 耕介	38	男	東京都	13:08:11	0:58:17	398	6:23:02	744	5:46:52	599	599	
170	225	関根 雷太	38	男	東京都	10:35:41	0:53:26	182	4:56:21	115	4:45:54	276	162	
407	226	柚木 孝之	39	男	東京都	11:46:21	0:58:26	401	5:19:10	285	5:28:45	509	387	
38	227	中野 正紀	41	男	東京都	9:29:52	0:51:27	120	4:37:35	33	4:00:50	65	37	
702	228	田中 英淳	41	男	東京都	13:26:06	1:04:10	621	6:15:52	695	6:06:04	685	638	
200	229	岩門 一彦	42	男	東京都	10:45:13	0:53:55	198	5:09:20	203	4:41:58	253	192	
572	230	今田 俊也	43	男	東京都	12:40:59	0:48:29	58	5:33:02	401	6:19:28	734	530	
88	231	後藤 壱	43	男	東京都	9:57:01	0:56:44	321	5:16:53	262	3:43:24	19	84	
487	232	荒木 康太郎	43	男	東京都	12:13:29	1:04:24	632	5:44:58	488	5:24:07	484	463	
709	233	平澤 信彦	44	男	東京都	13:30:00	1:06:17	673	6:25:40	754	5:58:03	646	644	
330	234	松下 孝行	45	男	東京都	11:23:32	0:57:30	351	5:10:25	212	5:15:37	451	315	
85	235	木村 章治	45	男	東京都	9:55:43	0:54:46	239	4:58:34	129	4:02:23	70	81	
79	236	大柿 強	45	男	東京都	9:52:05	1:01:57	511	4:30:41	18	4:19:27	140	75	
253	237	若生 宏	45	男	東京都	11:02:51	1:00:08	440	5:04:12	170	4:58:31	347	240	
722	238	宮崎 幸宏	45	男	東京都	13:37:37	1:07:16	704	6:15:26	690	6:14:55	716	656	
707	239	丸山 雅己	46	男	東京都	13:28:42	0:54:31	228	5:57:15	588	6:36:56	781	642	
195	240	田中 豊	47	男	東京都	10:44:08	0:49:10	74	5:05:53	180	4:49:05	301	187	
556	241	梅原 成郎	48	男	東京都	12:35:37	0:57:37	355	5:52:19	555	5:45:41	590	517	
306	242	内田 英良	48	男	東京都	11:17:28	1:03:16	582	5:43:47	482	4:30:25	192	292	
204	243	古山 裕	48	男	東京都	10:45:43	0:52:01	145	5:21:33	301	4:32:09	206	196	
802	244	秋田 隆輝	48	男	東京都	14:13:43	1:23:20	857	6:46:37	817	6:03:46	676	721	
744	245	村松 宏	49	男	東京都	13:49:01	0:54:32	229	6:30:36	778	6:23:53	757	675	
81	246	楠野 泰之	49	男	東京都	9:54:10	0:55:48	282	5:02:44	157	3:55:38	52	77	
547	247	鳩野 靖浩	50	男	東京都	12:30:30	1:07:09	703	5:45:06	489	5:38:15	553	508	
632	248	高坂 和朗	50	男	東京都	12:59:52	1:12:10	797	5:54:53	576	5:52:49	628	581	
682	249	山本 茂	50	男	東京都	13:19:25	0:56:48	325	6:29:12	771	5:53:25	631	623	
791	250	須藤 岳彦	50	男	東京都	14:09:15	1:01:06	480	6:26:14	759	6:41:55	793	712	
591	251	黒瀬 直人	51	男	東京都	12:46:56	1:06:52	694	5:48:57	527	5:51:07	615	547	
45	252	山内 昭夫	51	男	東京都	9:36:17	1:02:57	559	4:46:02	62	3:47:18	25	44	
94	253	渋谷 正昭	52	男	東京都	9:58:59	0:59:18	417	4:48:15	73	4:11:26	102	90	
663	254	嶋村 忠志	54	男	東京都	13:13:04	1:01:50	507	6:18:51	717	5:52:23	624	609	
732	255	西山 博之	55	男	東京都	13:42:42	0:53:33	187	6:20:03	726	6:29:06	766	665	
822	256	若松 正和	65	男	東京都	14:27:37	1:31:13	867	6:57:16	840	5:59:08	653	737	
477	257	塚越 景	34	男	神奈川県	12:09:09	1:06:47	690	5:43:44	481	5:18:38	466	453	
552	258	内田 泰介	35	男	神奈川県	12:34:43	1:04:33	638	5:36:52	424	5:53:18	629	513	
17	259	遠藤 直哉	37	男	神奈川県	9:03:51	0:42:47	6	4:36:15	28	3:44:49	22	17	
606	260	大森 雄介	38	男	神奈川県	12:49:37	0:58:07	381	6:03:10	625	5:48:20	607	558	
19	261	福谷 公宏	39	男	神奈川県	9:08:36	1:00:13	444	4:23:19	7	3:45:04	23	19	
388	262	阿部 史生	40	男	神奈川県	11:39:55	0:54:17	217	5:07:49	197	5:37:49	550	369	
414	263	鈴木 重章	40	男	神奈川県	11:48:26	1:02:18	522	5:09:36	207	5:36:32	544	393	
196	264	鎌田 憲一郎	43	男	神奈川県	10:44:20	0:50:18	90	5:15:35	255	4:38:27	231	188	
575	265	上田 洋二	44	男	神奈川県	12:42:19	0:58:39	406	5:47:03	507	5:56:37	643	533	
806	266	宮川 十詩彦	44	男	神奈川県	14:17:27	1:01:31	497	6:24:22	752	6:51:34	808	723	
515	267	松田 裕行	46	男	神奈川県	12:20:38	0:58:58	411	6:04:15	633	5:17:25	460	484	
226	268	野津 賢治	47	男	神奈川県	10:52:03	0:48:04	54	4:59:32	140	5:04:27	397	216	
341	269	渡部 克也	47	男	神奈川県	11:25:56	1:01:32	498	5:18:11	278	5:06:13	405	325	
286	270	安茂 義洋	47	男	神奈川県	11:11:42	0:50:03	84	5:19:03	282	5:02:36	381	273	
293	271	富田 英夫	49	男	神奈川県	11:13:19	1:00:22	448	5:28:35	364	4:44:22	266	280	
783	272	紺野 克洋	49	男	神奈川県	14:06:47	0:58:28	402	6:21:54	738	6:46:25	802	706	
355	273	篠崎 公一	49	男	神奈川県	11:29:46	0:58:14	392	5:32:50	397	4:58:42	353	338	
	275	大堀 英一郎	51	男	神奈川県		1:07:41	718	6:01:24	613				
304	276	石原 哲也	51	男	神奈川県	11:16:39	1:03:11	577	5:09:14	202	5:04:14	395	290	
820	277	山下 茂樹	52	男	神奈川県	14:26:09	1:04:17	626	6:49:43	824	6:32:09	776	735	
451	278	小町 実	53	男	神奈川県	12:00:16	0:57:19	342	5:51:26	548	5:11:31	429	428	
520	279	西村 弘	56	男	神奈川県	12:22:10	0:45:53	28	5:14:22	244	6:21:55	744	488	
809	280	馬場 勉	56	男	神奈川県	14:19:33	1:05:33	655	6:08:57	655	7:05:03	816	726	
790	281	武田 邦裕	57	男	神奈川県	14:09:09	1:13:47	813	6:35:57	793	6:19:25	733	711	
415	282	杉山 豊	59	男	神奈川県	11:48:31	1:04:21	630	5:37:03	425	5:07:07	409	394	
542	283	斉藤 信之	67	男	神奈川県	12:27:50	1:07:31	714	5:50:23	542	5:29:56	518	503	
	284	金子 一郎	69	男	新潟県		1:09:13	760	5:57:36	591				
	285	栗林 正	73	男	新潟県		0:57:01	331	7:14:49	850				
527	286	森重 健一	37	男	富山県	12:23:26	1:16:57	842	5:47:11	508	5:19:18	468	492	
139	287	太田 英樹	45	男	富山県	10:19:26	0:52:07	151	4:58:27	128	4:28:52	183	132	
467	288	越田 嘉尚	40	男	石川県	12:06:05	0:57:45	361	5:12:04	222	5:56:16	642	444	
39	289	網江 孝雄	44	男	石川県	9:30:41	0:50:59	108	4:38:01	34	4:01:41	67	38	
140	290	松永 裕之	46	男	石川県	10:20:41	0:55:07	265	4:52:40	90	4:32:54	209	133	
259	291	高森 正一	48	男	石川県	11:04:11	1:08:44	752	5:17:55	274	4:37:32	228	246	
364	292	長田 正睦	51	男	石川県	11:33:34	0:52:12	155	5:08:07	199	5:33:15	530	346	
600	293	清水 健一郎	54	男	石川県	12:48:57	1:03:23	588	5:51:38	551	5:53:56	634	552	
817	294	寺田 清	63	男	石川県	14:25:32	0:55:10	268	5:48:30	523	7:41:52	823	732	
758	295	山内 基史	46	男	福井県	13:56:34	1:02:21	526	6:08:25	652	6:45:48	800	688	
289	296	深草 健浩	46	男	福井県	11:12:08	1:05:26	654	5:19:38	288	4:47:04	286	276	
30	297	高島 千秋	52	男	福井県	9:24:28	0:55:57	288	4:47:08	69	3:41:23	16	30	
316	298	坪川 哲也	54	男	福井県	11:21:07	0:54:06	205	5:40:54	456	4:46:07	281	302	
519	299	常田 清和	58	男	福井県	12:21:39	1:06:45	687	5:32:53	398	5:42:01	570	487	
727	300	伊藤 克徳	58	男	福井県	13:39:55	1:16:35	838	6:36:34	796	5:46:46	598	660	
100	301	中道 優也	36	男	山梨県	10:03:38	1:04:41	642	4:20:48	4	4:38:09	230	95	
248	302	鈴木 健治	47	男	山梨県	10:59:41	1:05:39	657	5:38:17	437	4:15:45	117	235	
60	303	長澤 宏隆	48	男	山梨県	9:44:29	0:56:40	316	4:56:43	118	3:51:06	40	58	
291	304	望月 光紀	51	男	山梨県	11:12:50	0:55:03	260	5:32:55	399	4:44:52	269	278	
	305	若月 清	59	男	山梨県		1:24:22	860	6:18:24	711				
458	307	永野 恭央	43	男	長野県	12:02:58	1:01:04	479	5:34:51	411	5:27:03	497	435	
371	308	安生 峰幸	46	男	長野県	11:35:32	1:08:00	729	5:43:22	476	4:44:10	265	353	
16	309	水沢 一	49	男	長野県	9:02:50	0:53:15	178	4:30:26	17	3:39:09	15	16	
800	310	青島 直史	28	男	岐阜県	14:13:32	0:56:24	301	5:43:35	480	7:33:33	822	719	
466	311	小倉 友啓	48	男	岐阜県	12:06:03	1:02:08	517	5:23:46	327	5:40:09	562	443	
	312	竹澤 浩一	52	男	岐阜県		1:09:21	763	6:20:44	732				
650	313	久保田 正彦	58	男	岐阜県	13:07:50	0:56:39	315	5:49:35	533	6:21:36	742	598	
408	314	石井 輝雄	64	男	岐阜県	11:46:29	0:57:34	354	5:39:53	449	5:09:02	414	388	
23	315	宮本 祐基	34	男	静岡県	9:19:02	0:50:26	95	4:44:19	56	3:44:17	21	23	
138	316	鈴木 慎一郎	36	男	静岡県	10:19:17	0:55:01	257	5:07:46	194	4:16:30	122	131	
96	317	柴田 真之	41	男	静岡県	10:00:26	0:52:13	157	4:46:01	61	4:22:12	150	92	
18	318	宇津美 佳知	43	男	静岡県	9:05:12	0:54:35	232	4:28:49	15	3:41:48	18	18	
412	319	内田 晃	46	男	静岡県	11:48:10	1:00:44	467	5:19:16	286	5:28:10	504	391	
648	320	前田 和久	49	男	静岡県	13:05:30	1:03:21	586	5:32:12	391	6:29:57	769	597	
