総合順位	No.	氏名	年齢	性別	居住地	総合記録	スイムラップ	S順	バイクラップ	B順	スプリット	通過	ランラップ	R順	男子順位	女子順位	年代区分	年代順位
16	418	風間 銀河	21	男	茨城県	1:13:31	0:13:02	12	0:41:04	15	0:54:06	14	0:19:25	7	14		29歳以下男子	5
17	402	竹澤 満咲	20	女	東京都	1:18:11	0:13:14	13	0:42:32	20	0:55:46	17	0:22:25	17		3	29歳以下女子	
18	405	田中 ひらり	21	女	茨城県	1:19:32	0:15:18	20	0:41:39	18	0:56:57	20	0:22:35	18		4	29歳以下女子	
19	422	新田 翼	26	男	神奈川県	1:20:28	0:13:19	14	0:42:30	19	0:55:49	18	0:24:39	24	15		29歳以下男子	6
20	440	高野 英祐	49	男	川口市	1:25:14	0:15:15	19	0:41:09	16	0:56:24	19	0:28:50	33	16		40歳代男子	3
21	448	武藤 浩行	62	男	群馬県	1:26:39	0:15:37	22	0:45:48	24	1:01:25	23	0:25:14	25	17		60歳以上男子	1
22	438	染谷 要一	48	男	茨城県	1:27:31	0:16:32	26	0:47:30	28	1:04:02	27	0:23:29	19	18		40歳代男子	4
23	424	野村 健太	26	男	千葉県	1:27:41	0:17:06	28	0:46:36	25	1:03:42	25	0:23:59	21	19		29歳以下男子	7
24	442	矢口 照彦	52	男	神奈川県	1:27:48	0:15:43	23	0:43:45	23	0:59:28	21	0:28:20	29	20		50歳代男子	2
25	419	樋川 颯一	22	男	草加市	1:28:09	0:16:35	27	0:47:48	29	1:04:23	28	0:23:46	20	21		29歳以下男子	8
26	449	飯塚 仁	63	男	福島県	1:28:40	0:17:31	29	0:43:29	22	1:01:00	22	0:27:40	27	22		60歳以上男子	2
27	409	梅木 涼太	19	男	茨城県	1:29:45	0:18:10	30	0:47:12	27	1:05:22	29	0:24:23	22	23		29歳以下男子	9
28	401	根本 あさひ	19	女	千葉県	1:30:33	0:16:11	25	0:49:51	31	1:06:02	31	0:24:31	23		5	29歳以下女子	
29	408	橋本 夏央子	22	女	茨城県	1:31:53	0:14:23	17	0:47:08	26	1:01:31	24	0:30:22	34		6	29歳以下女子	
30	450	加藤 浩	64	男	春日部市	1:31:53	0:14:59	18	0:48:57	30	1:03:56	26	0:27:57	28	24		60歳以上男子	3
31	451	金子 恒美	69	男	鴻巣市	1:34:03	0:22:10	35	0:43:26	21	1:05:36	30	0:28:27	31	25		60歳以上男子	4
32	404	具志堅 芽生	21	女	茨城県	1:42:44	0:19:40	32	0:52:14	32	1:11:54	32	0:30:50	35		7	29歳以下女子	1
33	445	土屋 原	59	男	福島県	1:45:10	0:19:46	33	0:56:57	35	1:16:43	34	0:28:27	30	26		50歳代男子	3
34	426	藤田 康平	29	男	所沢市	1:48:09	0:26:46	37	0:54:39	34	1:21:25	36	0:26:44	26	27		29歳以下男子	10
35	439	内田 光彦	48	男	さいたま市	1:56:18	0:20:34	34	0:54:22	33	1:14:56	33	0:41:22	37	28		40歳代男子	5
TOV	444	新井 誠治	54	男	川口市	2:00:46	0:19:34	31	0:58:38	36	1:18:12	35	0:42:34	38			50歳代男子	
TOV	427	矢作 雄人	32	男	東京都	2:03:29	0:32:23	38	1:02:27	38	1:34:50	38	0:28:39	32			30歳代男子	
TOV	446	田島 房好	60	男	東京都	2:06:11	0:25:57	36	1:00:43	37	1:26:40	37	0:39:31	36			60歳以上男子	
DNF	415	大瀧 秋介	20	男	千葉県												29歳以下男子	
DNF	431	中村 裕一	38	男	東京都												30歳代男子	
DNF	434	松島 敏幸	41	男	東京都												40歳代男子	
DNF	436	小林 乙哉	44	男	東京都												40歳代男子	
DNF	441	本宮 健臣	50	男	志木市												50歳代男子	
DNF	447	中田 雅之	61	男	越谷市												60歳以上男子	
DNS	403	青木 菜々美	20	女	茨城県												29歳以下女子	
DNS	425	谷川 陽	27	男	東京都												29歳以下男子	
DNS	428	神田 智史	37	男	狭山市												30歳代男子	
DNS	429	後藤 章太	38	男	東京都												30歳代男子	
DNS	430	菱沼 元太	38	男	比企郡												30歳代男子	
DNS	432	荻野 鉄平	39	男	東京都												30歳代男子	
DNS	433	刑部 清海	40	男	東京都												40歳代男子	
