総合順位	No.	氏名	年齢	性別	居住地	総合記録	1ランラップ	1R順	バイクラップ	B順	スプリット	通過	2ランラップ	2R順	男子順位	女子順位	年齢区分	年齢別順
17	663	金井 良樹	42	男	加賀市	2:44:27	0:33:25	55	1:42:10	14	2:10:11	14	0:34:16	38	17		40-44	3
18	603	吉村 雅喜	54	男	福井県	2:45:12	0:25:15	15	1:49:54	34	2:15:09	27	0:30:03	18	18		50-54	1
19	646	山口 尚美	48	女	福井県	2:45:19	0:28:17	40	1:46:00	22	2:14:17	24	0:31:02	22		1	45-49
20	553	澤田 馨	54	男	金沢市	2:45:20	0:26:49	26	1:45:02	19	2:11:51	18	0:33:29	35	19		50-54	2
21	624	宮本 延明	49	男	千葉県	2:45:39	0:23:54	9	1:48:54	32	2:12:48	21	0:32:51	30	20		45-49	2
22	545	渡部 智也	57	男	愛知県	2:45:43	0:29:21	52	1:41:44	15	2:11:05	15	0:34:38	41	21		55-59	3
23	596	上神 輝久	49	男	大阪府	2:46:15	0:27:06	28	1:46:04	23	2:13:10	22	0:33:05	32	22		45-49	3
24	664	橋本 健太郎	49	男	小松市	2:48:17	0:27:34	36	1:48:16	28	2:15:50	29	0:32:27	26	23		45-49	4
25	529	成瀬 智鉄	48	男	富山県	2:49:14	0:28:46	45	1:48:33	29	2:17:19	31	0:31:55	24	24		45-49	5
26	566	中川 幹大	30	男	金沢市	2:49:40	0:25:44	17	1:45:59	21	2:11:43	16	0:37:57	67	25
27	639	加森 慎也	55	男	白山市	2:50:06	0:26:27	21	1:48:34	30	2:15:01	26	0:35:05	42	26		55-59	4
28	612	西村 真一	46	男	岡山県	2:50:28	0:23:09	7	2:00:32	54	2:23:41	35	0:26:47	9	27		45-49	6
29	658	浜田 無倫	51	男	福井県	2:51:33	0:28:17	41	1:48:53	31	2:17:10	30	0:34:23	39	28		50-54	3
30	635	面 栄史	45	男	小松市	2:52:41	0:31:08	75	1:47:29	26	2:18:37	33	0:34:04	37	29		45-49	7
31	512	瀧澤 正彦	65	男	金沢市	2:52:53	0:28:04	37	1:49:44	33	2:17:48	32	0:35:05	43	30		65-69	2
32	598	吉永 美智秀	52	男	広島県	2:53:16	0:30:48	72	1:41:39	14	2:12:27	19	0:40:49	91	31		50-54	4
33	668	梅田 康之	58	男	金沢市	2:54:23	0:28:45	44	1:43:43	17	2:12:28	20	0:41:55	99	32		55-59	5
34	515	中嶋 耕	56	男	金沢市	2:55:09	0:30:15	64	1:55:31	38	2:25:46	44	0:29:23	17	33		55-59	6
35	583	表 祐輔	44	男	小松市	2:56:53	0:28:51	46	1:55:18	37	2:24:09	38	0:32:44	28	34		40-44	4
36	577	時藤 満徳	63	男	静岡県	2:57:00	0:28:12	38	1:58:00	48	2:26:12	45	0:30:48	20	35		60-64	3
37	616	樋谷 宣子	59	女	大阪府	2:57:04	0:30:01	58	1:54:21	36	2:24:22	39	0:32:42	27		2	55-59
38	674	牧見 膳之	40	男	小松市	2:57:17	0:27:08	31	1:48:10	27	2:15:18	28	0:41:59	100	36		40-44	5
39	666	石倉 農	51	男	金沢市	2:58:16	0:28:14	39	1:56:54	41	2:25:08	42	0:33:08	33	37		50-54	5
40	686	前田 忠士	54	男	金沢市	2:59:13	0:35:29	135	1:44:08	18	2:19:37	34	0:39:36	81	38		50-54	6
41	637	清水 宏二	60	男	小松市	2:59:33	0:26:39	24	1:57:17	44	2:23:56	36	0:35:37	46	39		60-64	4
42	671	瀬川 光利	40	男	富山県	3:00:43	0:28:56	47	2:00:51	56	2:29:47	52	0:30:56	21	40		40-44	6
43	516	トビアス ジャスティン	47	男	金沢市	3:00:50	0:27:26	33	1:57:42	47	2:25:08	41	0:35:42	47	41		45-49	8
44	589	小畑 膳平	40	男	河北郡	3:01:20	0:26:30	22	1:57:34	46	2:24:04	37	0:37:16	56	42		40-44	7
45	611	三橋 紀男	72	男	静岡県	3:02:14	0:26:32	23	2:03:35	64	2:30:07	53	0:32:07	25	43		70-	1
46	644	丸山 雄太朗	23	男	富山県	3:02:32	0:29:11	49	1:56:27	40	2:25:38	43	0:36:54	50	44
47	595	浅野 侯彦	69	男	愛知県	3:04:16	0:29:36	54	2:01:49	59	2:31:25	57	0:32:51	29	45		65-69	3
48	587	村本 栄次	49	男	金沢市	3:05:42	0:28:57	48	2:00:25	53	2:29:22	50	0:36:20	48	46		45-49	9
49	550	山口 清	65	男	滋賀県	3:06:13	0:29:58	57	1:57:21	45	2:27:19	48	0:38:54	76	47		65-69	4
50	638	林 伸一	67	男	長野県	3:06:41	0:31:05	74	1:55:35	39	2:26:40	47	0:40:01	88	48		65-69	5
51	528	宮本 大補	46	男	加賀市	3:06:45	0:31:13	76	1:53:19	35	2:24:32	40	0:42:13	104	49		45-49	10
52	665	谷田 登	51	男	七尾市	3:07:16	0:29:39	55	1:56:59	43	2:26:38	46	0:40:38	90	50		50-54	7
53	629	松井 久	25	男	金沢市	3:07:16	0:25:45	18	2:16:07	96	2:41:52	74	0:25:24	6	51
54	672	村上 雅樹	34	男	富山県	3:07:24	0:29:50	56	2:00:35	55	2:30:25	54	0:36:59	51	52
55	579	東田 利幸	43	男	加賀市	3:08:43	0:30:38	71	1:56:55	42	2:27:33	49	0:41:10	95	53		40-44	8
56	617	山中 翔都	43	男	大阪府	3:09:38	0:27:08	30	2:03:57	63	2:31:05	55	0:38:33	72	54		40-44	9
57	526	木俣 守勝	68	男	京都府	3:10:03	0:31:26	77	1:59:49	50	2:31:15	56	0:38:48	75	55		65-69	6
58	536	竹中 友見	62	男	愛知県	3:10:03	0:29:14	51	2:02:15	60	2:31:29	58	0:38:34	73	56		60-64	5
59	594	鈴木 幸利	59	男	愛知県	3:10:13	0:27:33	35	2:09:33	82	2:37:06	66	0:33:17	34	57		55-59	7
60	559	大橋 好夫	68	男	大阪府	3:10:49	0:32:12	86	2:03:18	63	2:35:30	63	0:35:19	44	58		65-69	7
61	685	多長 登代一	63	男	加賀市	3:11:10	0:28:39	42	2:06:56	69	2:35:35	65	0:35:35	45	59		60-64	6
62	535	塚田 優子	55	女	京都府	3:11:32	0:31:27	78	2:00:16	52	2:31:43	59	0:39:49	83		3	55-59
63	597	早川 範良	76	男	愛知県	3:13:58	0:32:20	88	2:03:14	62	2:35:34	64	0:38:24	70	60		70-	2
64	547	石川 雄蔵	74	男	愛知県	3:14:26	0:34:34	123	2:02:24	61	2:36:58	67	0:37:28	61	61		70-	3
65	682	白澤 正久	54	男	白山市	3:16:06	0:33:22	107	2:11:40	84	2:45:02	68	0:31:04	23	62		50-54	8
66	627	岩山 哲也	60	男	加賀市	3:16:22	0:31:57	83	2:06:31	68	2:38:28	71	0:37:54	66	63		60-64	7
67	557	竹本 学	57	男	能美市	3:16:51	0:30:24	67	2:01:38	58	2:32:02	60	0:44:49	121	64		55-59	8
68	643	松山 公一	53	男	京都府	3:17:17	0:33:15	102	2:04:21	66	2:37:36	68	0:39:41	82	65		50-54	9
69	555	三味 佳余子	52	女	加賀市	3:17:23	0:30:27	69	2:09:54	77	2:40:21	72	0:37:02	52		4	50-54	10
70	602	藤堀 広己	44	男	愛知県	3:17:56	0:29:31	53	2:08:26	73	2:37:57	70	0:39:59	87	66		40-44	10
71	650	武河 央	39	男	白山市	3:18:38	0:27:21	32	2:10:22	79	2:37:43	69	0:40:55	94	67		35-39	3
72	691	松本 康子	56	女	富山県	3:19:06	0:26:40	25	2:23:15	98	2:49:52	72	0:29:14	15		5	55-59
73	513	大澤 泰彦	55	男	京都府	3:19:37	0:30:58	73	1:58:34	49	2:29:32	51	0:50:05	153	68		55-59	10
74	573	薬師 信幸	55	男	富山県	3:19:41	0:34:03	114	2:08:19	71	2:42:22	76	0:37:19	58	69		55-59	11
75	540	青木 充雄	68	男	大分県	3:20:13	0:33:22	106	2:09:35	76	2:42:57	80	0:37:16	55	70		65-69	8
76	511	久司 光男	64	男	白山市	3:20:21	0:30:21	66	2:12:10	87	2:42:31	79	0:37:50	75	71		60-64	8
77	613	高野 信彦	65	男	加賀市	3:20:50	0:31:40	81	2:11:53	84	2:43:41	82	0:37:17	57	72		65-69	9
78	679	清水 靖博	44	男	小松市	3:22:19	0:32:51	96	2:12:14	88	2:45:05	87	0:37:14	54	73		40-44	11
79	610	西村 和彦	60	男	金沢市	3:22:54	0:33:10	99	2:12:20	89	2:45:30	88	0:37:24	59	74		60-64	9
80	565	中川 清志	60	男	金沢市	3:23:12	0:32:31	90	2:01:28	57	2:33:59	61	0:49:13	146	75		60-64	10
81	645	辛田 孝	61	男	静岡県	3:23:38	0:35:18	131	2:11:37	83	2:46:55	93	0:36:43	49	76		60-64	11
82	688	山瀬 悦朗	64	男	富山県	3:24:35	0:32:05	84	2:12:35	90	2:44:40	85	0:39:55	85	77		60-64	12
83	628	千田 邦央	52	男	小松市	3:24:41	0:32:33	91	2:10:41	80	2:43:14	81	0:41:27	96	78		50-54	11
84	660	丸谷 雄治	59	男	加賀市	3:25:17	0:35:37	137	1:59:51	51	2:35:28	62	0:49:49	149	79		55-59	12
85	592	廣瀬 可奈子	41	女	加賀市	3:25:21	0:34:18	119	2:08:04	70	2:42:22	77	0:42:59	112		6	40-44	12
86	505	串園 務	73	男	金沢市	3:25:38	0:36:25	144	2:09:57	78	2:46:22	91	0:39:16	79	80		70-	4
87	641	畑田 記秀	62	男	京都府	3:26:21	0:33:15	101	2:08:25	72	2:41:40	73	0:44:41	120	81		60-64	13
88	576	松田 信一	72	男	大阪府	3:26:54	0:32:59	97	2:09:18	74	2:42:17	75	0:44:37	119	82		70-	5
89	533	柴田 知巳	69	男	静岡県	3:27:34	0:32:10	85	2:14:33	93	2:46:43	92	0:40:51	92	83		65-69	10
90	620	浅井 俊光	52	男	小松市	3:27:44	0:29:12	50	2:24:09	120	2:53:21	106	0:34:23	40	84		50-54	12
91	572	山井 克鋭	53	男	小松市	3:28:37	0:30:25	68	2:13:39	91	2:44:04	84	0:44:33	118	85		50-54	13
92	648	上居 久剛	42	男	滋賀県	3:29:04	0:35:19	132	2:15:58	95	2:51:17	102	0:37:47	64	86		40-44	13
93	695	賀川 紗弥	24	女	金沢市	3:29:37	0:28:41	43	2:23:29	115	2:52:10	103	0:37:27	60		7
94	586	清水 良勝	51	男	金沢市	3:29:44	0:37:16	152	2:05:09	67	2:42:25	78	0:47:19	138	87		50-54	14
95	626	堀江 潤一	55	男	福井県	3:30:39	0:35:44	140	2:12:05	86	2:47:49	96	0:42:50	110	88		55-59	13
96	507	宮田 政佳	62	男	加賀市	3:30:45	0:34:23	120	2:11:14	82	2:45:37	82	0:45:08	125	89		60-64	14
97	581	中原 梨絵	43	女	大阪府	3:30:55	0:34:32	122	2:18:23	100	2:52:55	105	0:38:00	68		8	40-44
98	651	山崎 一章	48	男	能美市	3:31:06	0:30:09	62	2:13:45	92	2:43:54	83	0:47:12	137	90		45-49	11
99	636	大橋 義弘	58	男	京都府	3:31:42	0:34:29	121	2:11:02	81	2:45:31	89	0:46:11	133	91		55-59	14
100	591	西谷 英幸	69	男	福井県	3:31:50	0:30:06	60	2:19:44	105	2:49:50	97	0:42:00	101	92		65-69	11
101	584	正棒 史和	52	男	福井県	3:32:00	0:30:19	65	2:16:47	98	2:47:06	95	0:44:54	122	93		50-54	15
102	609	清水 晃志	39	男	大阪府	3:32:06	0:32:46	95	2:18:28	101	2:51:14	101	0:40:52	93	94		35-39	4
103	588	駒澤 江利子	61	女	福井県	3:32:56	0:34:47	127	2:16:19	97	2:51:06	99	0:41:50	97		9	60-64	15
104	649	篠木 良伸	48	男	金沢市	3:33:09	0:31:29	79	2:15:35	94	2:47:04	94	0:46:05	130	95		45-49	12
105	659	中村 和昭	51	男	福井県	3:33:48	0:33:27	109	2:17:45	99	2:51:12	100	0:42:36	107	96		50-54	16
106	593	上木 修	66	男	七尾市	3:33:58	0:34:05	116	2:20:48	106	2:54:53	109	0:39:05	77	97		65-69	12
107	560	上田 順子	51	女	大阪府	3:34:19	0:35:42	139	2:19:01	102	2:54:43	108	0:39:36	80		10	50-54	17
108	608	水野 知一	56	男	小松市	3:35:54	0:30:06	61	2:22:44	111	2:52:50	104	0:43:04	114	98		55-59	15
109	530	及川 久恵	50	女	能美市	3:36:38	0:34:08	117	2:24:08	119	2:58:16	118	0:38:22	69		11	50-54	18
110	662	川瀬 聡	63	男	金沢市	3:36:49	0:32:44	94	2:24:53	121	2:57:37	117	0:39:12	78	99		60-64	16
111	558	若森 利和	61	男	滋賀県	3:38:01	0:35:14	130	2:19:12	103	2:54:26	107	0:43:35	115	100		60-64	17
112	618	山峰 裕之	60	男	白山市	3:38:35	0:33:59	112	2:21:41	108	2:55:40	110	0:42:55	111	101		60-64	18
113	621	岡田 まさみ	72	女	かほく市	3:40:59	0:34:04	115	2:23:20	113	2:57:24	116	0:43:35	116		12	70-	6
114	656	廣中 康紀	48	男	福井県	3:41:01	0:36:34	146	2:19:32	104	2:56:06	112	0:44:55	123	102		45-49	13
115	654	能美 敬一	51	男	七尾市	3:41:44	0:33:55	111	2:27:53	127	3:01:48	124	0:39:56	86	103		50-54	19
116	684	伊勢 有美夫	57	男	小松市	3:42:18	0:34:01	113	2:22:33	110	2:56:34	113	0:45:44	127	104		55-59	16
117	600	増田 永一	67	男	静岡県	3:42:55	0:36:34	147	2:28:50	132	3:05:24	136	0:37:31	62	105		65-69	13
118	676	大島 邦雄	49	男	富山県	3:43:19	0:30:36	70	2:35:08	144	3:05:44	137	0:37:35	63	106		45-49	14
119	582	水戸 修	66	男	加賀市	3:44:02	0:30:04	59	2:28:12	130	2:58:16	119	0:45:46	128	107		65-69	14
120	520	平田 節夫	74	男	京都府	3:44:17	0:33:36	110	2:28:26	131	3:02:02	126	0:42:15	105	108		70-	7
121	508	野村 るみ子	63	女	白山市	3:44:51	0:34:41	124	2:27:44	126	3:02:25	127	0:42:26	106		13	60-64	19
122	510	佐原 重光	71	男	静岡県	3:45:33	0:35:37	138	2:28:04	129	3:03:41	129	0:41:52	98	109		70-	8
123	525	池岸 晃弘	64	男	金沢市	3:46:16	0:31:49	82	2:30:10	134	3:01:59	125	0:44:14	117	110		60-64	20
124	606	花谷 茂	57	男	加賀市	3:46:54	0:32:34	92	2:23:23	114	2:55:57	111	0:50:57	154	111		55-59	17
125	601	樋口 善夫	64	男	京都府	3:47:06	0:34:50	128	2:22:33	109	2:57:23	115	0:49:43	148	112		60-64	21
126	527	木俣 恭子	66	女	京都府	3:47:29	0:34:43	126	2:27:05	124	3:01:48	123	0:45:41	126		14	65-69	15
127	590	藤田 喜久子	44	女	滋賀県	3:47:42	0:40:00	166	2:21:34	107	3:01:34	121	0:46:08	132		15	40-44	15
128	677	橋本 佳奈子	42	女	金沢市	3:47:56	0:33:11	100	2:37:33	150	3:10:44	144	0:37:12	53		16	40-44	16
129	623	山本 雄一	41	男	小松市	3:48:32	0:33:16	103	2:23:49	117	2:57:05	114	0:51:27	155	113		40-44	17
130	630	山下 広和	53	男	兵庫県	3:48:43	0:33:20	105	2:25:21	122	2:58:41	120	0:50:02	152	114		50-54	20
131	570	細見 富子	54	女	京都府	3:48:48	0:35:27	133	2:31:11	137	3:06:38	138	0:42:10	103		17	50-54	21
132	622	加藤 真佐美	61	女	金沢市	3:48:53	0:34:42	125	2:35:33	147	3:10:15	142	0:38:38	74		18	60-64	22
133	546	谷野 理	53	男	金沢市	3:49:05	0:38:26	162	2:24:05	118	3:02:31	128	0:46:34	134	115		50-54	22
134	693	中嶋 宗	38	男	河北郡	3:51:58	0:33:35	80	2:32:50	139	3:04:25	132	0:47:33	139	116		35-39	5
135	655	橋本 政人	70	男	金沢市	3:52:13	0:33:05	98	2:30:38	136	3:03:43	130	0:48:30	143	117		70-	9
136	661	岡本 浩輝	55	男	小松市	3:52:32	0:37:02	150	2:27:25	125	3:04:27	133	0:47:56	136	118		50-54	23
137	680	井上 孝行	54	男	白山市	3:52:34	0:35:03	129	2:34:46	143	3:04:27	133	0:42:46	108	119		50-54	23
138	669	林 克敏	47	男	石川県	3:52:48	0:36:37	148	2:36:17	148	3:12:54	148	0:39:54	84	120		45-49	15
139	631	折橋 直紀	73	男	金沢市	3:53:14	0:37:37	154	2:29:01	133	3:06:38	139	0:46:36	135	121		70-	10
140	657	裏多 博	51	男	金沢市	3:54:14	0:36:17	143	2:27:58	128	3:04:15	131	0:49:59	150	122		50-54	24
141	667	西谷 諒平	38	男	金沢市	3:55:31	0:38:11	160	2:38:52	152	3:17:05	153	0:38:26	71	123		35-39	6
142	502	山本 久夫	74	男	愛知県	3:57:37	0:43:11	172	2:26:36	123	3:09:47	140	0:47:50	140	124		70-	11
143	539	村井 啓祐	63	男	富山県	3:57:48	0:32:25	89	2:39:16	154	3:11:41	147	0:46:07	131	125		60-64	23
144	563	萩原 一将	50	男	奈良県	3:58:16	0:34:10	118	2:30:31	135	3:04:41	134	0:53:35	162	126		50-54	25
145	681	寺原 哲平	20	男	金沢市	3:58:44	0:32:37	93	2:43:03	158	3:15:40	149	0:43:04	113	127
146	543	櫻井 豊	68	男	かほく市	3:59:32	0:33:16	104	2:31:56	138	3:05:12	135	0:54:20	163	128		65-69	16
147	503	串岡 美恵子	72	女	金沢市	3:59:47	0:36:12	142	2:40:48	157	3:17:00	151	0:42:47	109		19	70-	12
148	552	松木 昌也	60	男	静岡県	4:02:35	0:38:10	159	2:39:28	155	3:17:38	154	0:44:57	124	129		60-64	24
149	578	池端 正仁	64	男	福井県	4:02:44	0:38:01	157	2:23:44	116	3:01:45	122	1:00:59	168	130		60-64	25
150	571	田畑 雅弘	64	男	金沢市	4:03:14	0:35:32	136	2:35:00	143	3:10:32	143	0:52:42	159	131		60-64	26
151	675	植田 泰史	39	男	静岡県	4:03:37	0:35:45	141	2:35:17	145	3:11:02	145	0:52:35	158	132		35-39	7
152	687	中西 幹雄	49	男	小松市	4:05:04	0:37:17	153	2:34:21	141	3:11:38	146	0:53:26	161	133		45-49	16
153	569	水戸 均	71	男	加賀市	4:06:52	0:40:15	167	2:39:31	156	3:19:46	156	0:47:06	136	134		70-	13
154	549	寺木 彰子	66	女	愛知県	4:06:55	0:37:07	151	2:49:19	164	3:26:26	160	0:40:29	89		20	65-69	17
155	521	出口 忠重	77	男	三重県	4:07:00	0:38:18	161	2:38:42	151	3:17:00	152	0:50:00	151	135		70-	14
156	518	鉄谷 邦子	57	女	加賀市	4:11:41	0:41:41	169	2:47:51	163	3:29:32	164	0:42:09	102		21	55-59	19
157	517	甲田 英明	67	男	富山県	4:13:50	0:39:07	164	2:45:40	160	3:24:47	159	0:49:03	145	136		65-69	18
158	531	菊 伸明	57	男	小松市	4:17:39	0:39:35	165	2:49:50	165	3:29:25	163	0:48:14	142	137		55-59	20
159	632	折橋 聖宇	42	男	金沢市	4:19:43	0:46:11	175	2:35:18	146	3:21:29	157	0:58:14	166	138		40-44	18
160	575	和田 誠	71	男	愛知県	4:19:45	0:36:53	149	2:46:52	161	3:23:49	158	0:55:56	164	139		70-	15
161	619	川浦 万紀子	59	女	金沢市	4:19:54	0:36:28	145	2:54:44	168	3:31:12	166	0:48:42	144		22	55-59	21
162	690	平尾 佐和子	59	女	京都府	4:20:07	0:37:55	156	2:56:18	169	3:34:13	168	0:45:54	129		23	55-59
163	514	蒲澤 俊明	66	男	小松市	4:24:11	0:38:29	163	2:52:26	167	3:30:55	165	0:53:16	160	140		65-69	19
164	642	北川 和夫	76	男	能美市	4:24:20	0:44:05	173	2:50:43	166	3:34:48	169	0:49:32	147	141		70-	16
165	652	山口 朋子	46	女	京都府	4:24:46	0:40:30	168	2:47:33	162	3:28:03	161	0:56:43	165		24	45-49	17
166	524	針田 清	67	男	加賀市	4:25:16	0:43:06	170	2:33:39	140	3:16:45	150	1:08:31	173	142		65-69	20
167	523	田中 朋美	48	女	加賀市	4:25:16	0:43:16	171	2:36:40	149	3:19:46	155	1:05:30	171		25	45-49	18
168	614	木藤田 恒夫	71	男	京都府	4:26:58	0:49:39	177	2:39:03	153	3:28:42	162	0:58:16	167	143		70-	17
169	625	堀江 昌江	59	女	福井県	4:31:18	0:37:39	155	3:02:05	171	3:39:44	171	0:51:34	156		26	55-59	23
170	542	高島 清博	74	男	愛知県	4:31:18	0:38:06	158	3:01:03	170	3:39:09	170	0:52:09	157	144		70-	18
171	605	朝日 学	71	男	小松市	4:34:27	0:49:38	176	2:43:47	159	3:33:25	167	1:01:02	169	145		70-	19
172	554	堅田 堅次	79	男	加賀市	4:55:44	0:45:52	174	3:02:24	172	3:48:16	172	1:07:28	172	146		70-	20
173	580	大居 義範	73	男	富山県	4:57:49	0:49:40	178	3:03:12	173	3:52:52	173	1:04:57	170	147		70-	21
DNF	506	大谷 篤史	62	男	愛知県		0:27:31	34								60-64
DNF	544	出口 忠総	49	男	三重県		0:30:14	63								45-49
DNF	562	佐野 民人	55	男	福井県		0:25:39	16								55-59
DNF	585	原 広幸	61	男	白山市		0:35:28	134								60-64
DNF	640	奥野 智堤	49	男	小松市		0:32:17	87								45-49
DNF	599	佐原 富士夫	68	男	静岡県								65-69
DNS	504	八木 圭一朗	56	男	金沢市								55-59
