総合順位	No.	氏名	年齢	所属	総合記録	ｽｲﾑﾗｯﾌﾟ	Ｓ順	ﾊﾞｲｸﾗｯﾌﾟ	Ｂ順	ｽﾌﾟﾘｯﾄ	通過	ﾗﾝﾗｯﾌﾟ	Ｒ順	区分	区分順位
36	1032	安藤 智実	33	愛知県トライアスロン協会	2:30:18	0:30:15	55	1:11:49	20	1:44:23	36	0:45:55	30	F30-34	4
37	1038	安藤 沙弥	35	神奈川県トライアスロン連合	2:30:48	0:25:20	34	1:10:32	9	1:39:23	26	0:51:25	67	F35-39	4
38	1054	山下 宏美	46	三重県トライアスロン協会	2:31:44	0:30:26	59	1:12:20	25	1:44:36	37	0:47:08	41	F45-49	6
39	1051	八木 恭子	44	佐賀県トライアスロン協会	2:31:54	0:28:39	49	1:14:06	37	1:44:49	40	0:47:05	39	F40-44	4
40	1085	谷川 真由子	60	東京都トライアスロン連合	2:32:34	0:29:51	54	1:12:57	28	1:45:27	41	0:47:07	40	F60-64	1
41	1046	鈴木 紗希子	42	福島県トライアスロン協会	2:32:40	0:25:04	31	1:19:39	64	1:47:20	47	0:45:20	24	F40-44	5
42	1052	鎌田 良子	46	大阪府トライアスロン協会	2:33:08	0:29:27	52	1:13:44	34	1:46:25	43	0:46:43	38	F45-49	7
43	1040	河田 真奈	38	福岡県トライアスロン連合	2:34:34	0:24:46	29	1:17:12	49	1:44:00	35	0:50:34	62	F35-39	5
44	1001	國分 小夏	18	日本学生トライアスロン連合	2:34:46	0:29:36	53	1:16:34	45	1:48:50	48	0:45:56	31	F18-19	3
45	1023	橋 英	27	宮崎県トライアスロン連合	2:35:54	0:25:56	38	1:18:20	54	1:46:37	44	0:49:17	54	F25-29	8
46	1055	佐竹 順子	46	徳島県トライアスロン協会	2:36:32	0:25:39	36	1:18:45	58	1:47:16	46	0:49:16	53	F45-49	8
47	1010	川口 鼓子	21	日本学生トライアスロン連合	2:36:37	0:30:24	58	1:18:59	60	1:51:39	64	0:44:58	22	F20-24	10
48	1042	神谷 光代	39	滋賀県トライアスロン協会	2:36:41	0:28:17	48	1:18:24	55	1:49:04	50	0:47:37	43	F35-39	6
49	1080	萩原 文子	58	神奈川県トライアスロン連合	2:36:54	0:27:40	47	1:17:02	47	1:46:44	45	0:50:10	59	F55-59	2
50	1078	大貫 千春	58	茨城県トライアスロン協会	2:37:03	0:30:56	69	1:17:04	48	1:50:41	57	0:46:22	37	F55-59	3
51	1065	高畑 麻衣子	50	香川県トライアスロン協会	2:37:14	0:32:41	79	1:15:31	40	1:51:14	61	0:46:00	35	F50-54	3
52	1009	小泉 秋桜佳	21	日本学生トライアスロン連合	2:37:47	0:25:21	35	1:21:51	70	1:49:09	51	0:48:38	51	F20-24	11
53	1063	山口 尚美	49	福井県トライアスロン協会	2:38:27	0:33:35	86	1:13:33	31	1:49:56	54	0:48:31	50	F45-49	9
54	1082	保科 佳子	59	新潟県トライアスロン連合	2:38:45	0:33:11	83	1:15:31	39	1:51:22	63	0:47:23	42	F55-59	4
55	1077	山本 真紀恵	58	千葉県トライアスロン連合	2:38:57	0:30:27	60	1:18:32	56	1:51:10	59	0:47:47	45	F55-59	5
56	1005	木村 優希	19	日本学生トライアスロン連合	2:39:04	0:26:40	41	1:22:06	72	1:51:12	60	0:47:52	48	F18-19	4
57	1056	日下部 奈央子	46	東京都トライアスロン連合	2:40:11	0:30:42	64	1:16:55	46	1:50:20	55	0:49:51	57	F45-49	10
58	1061	打越 三紀恵	48	東京都トライアスロン連合	2:40:27	0:31:47	75	1:18:04	52	1:52:39	65	0:47:48	46	F45-49	11
59	1049	加瀬 恵美	43	千葉県トライアスロン連合	2:40:31	0:26:39	40	1:19:37	62	1:49:33	52	0:50:58	66	F40-44	6
60	1064	廣瀬 真美	50	兵庫県トライアスロン協会	2:40:33	0:23:58	21	1:20:57	66	1:48:51	49	0:51:42	69	F50-54	4
61	1047	岩田 文	42	埼玉県トライアスロン連合	2:42:34	0:23:12	14	1:18:34	57	1:44:49	39	0:57:45	88	F40-44	7
62	1091	岸本 裕子	65	京都府トライアスロン協会	2:44:03	0:30:33	61	1:17:20	50	1:50:41	58	0:53:22	77	F65-69	1
63	1089	水野 美津子	63	茨城県トライアスロン協会	2:44:07	0:27:25	45	1:19:51	65	1:49:46	53	0:54:21	79	F60-64	2
64	1027	千々岩 彩音	29	大阪府トライアスロン協会	2:44:19	0:26:13	39	1:25:23	81	1:54:10	68	0:50:09	58	F25-29	9
65	1074	高澤 由美	57	千葉県トライアスロン連合	2:44:42	0:30:53	68	1:18:16	53	1:52:42	66	0:52:00	71	F55-59	6
66	1073	古賀 美紀	57	熊本県トライアスロン連合	2:46:27	0:34:25	90	1:16:09	41	1:54:09	67	0:52:18	73	F55-59	7
67	1031	中山 翠	32	神奈川県トライアスロン連合	2:46:48	0:30:21	57	1:23:33	76	1:57:15	74	0:49:33	56	F30-34	5
68	1083	田久世 奈々子	60	兵庫県トライアスロン協会	2:47:18	0:30:59	70	1:15:10	38	1:50:25	56	0:56:53	86	F60-64	3
69	1075	田丸 統子	57	奈良県トライアスロン協会	2:47:42	0:31:25	74	1:22:17	73	1:57:13	73	0:50:29	61	F55-59	8
70	1008	鈴木 千陽	21	日本学生トライアスロン連合	2:47:46	0:33:38	87	1:23:34	77	1:59:57	78	0:47:49	47	F20-24	12
71	1081	太田 陽子	59	神奈川県トライアスロン連合	2:47:52	0:30:36	62	1:21:29	67	1:56:12	71	0:51:40	68	F55-59	9
72	1072	高田 里美	55	福井県トライアスロン協会	2:47:56	0:36:53	94	1:19:11	61	1:58:57	77	0:48:59	52	F55-59	10
73	1076	林 真由美	57	兵庫県トライアスロン協会	2:48:11	0:30:45	65	1:17:52	51	1:51:21	62	0:56:50	85	F55-59	11
74	1087	岡田 裕美	61	福井県トライアスロン協会	2:49:18	0:30:18	56	1:21:54	71	1:55:38	69	0:53:40	78	F60-64	4
75	1026	深野 由佳	29	福岡県トライアスロン連合	2:50:59	0:30:52	66	1:24:57	80	1:58:49	76	0:52:10	72	F25-29	10
76	1086	望月 美和	60	山梨県トライアスロン連合	2:51:02	0:31:20	72	1:23:23	75	1:58:40	75	0:52:22	74	F60-64	5
77	1084	田村 佳世子	60	徳島県トライアスロン協会	2:52:18	0:32:05	78	1:24:54	79	2:00:30	79	0:51:48	70	F60-64	6
78	1088	一村 多美代	62	熊本県トライアスロン連合	2:52:56	0:32:48	81	1:25:26	82	2:02:03	82	0:50:53	64	F60-64	7
79	1062	中村 奈緒子	48	福岡県トライアスロン連合	2:53:32	0:30:52	67	1:29:14	89	2:02:56	83	0:50:36	63	F45-49	12
80	1035	森本 明日香	34	神奈川県トライアスロン連合	2:55:44	0:31:56	77	1:21:38	68	1:56:22	72	0:59:22	90	F30-34	6
81	1045	奥村 暢子	41	東京都トライアスロン連合	2:56:13	0:35:49	91	1:25:58	83	2:05:15	88	0:50:58	65	F40-44	8
82	1050	須賀 由紀子	43	神奈川県トライアスロン連合	2:56:30	0:31:22	73	1:26:21	85	2:01:26	81	0:55:04	81	F40-44	9
83	1093	平澤 孝子	65	神奈川県トライアスロン連合	2:57:14	0:31:16	71	1:26:16	84	2:00:35	80	0:56:39	84	F65-69	2
84	1068	本澤 実央	51	埼玉県トライアスロン連合	2:57:58	0:27:00	42	1:34:06	96	2:04:43	85	0:53:15	75	F50-54	5
85	1097	佐々木 幸子	68	群馬県トライアスロン協会	2:59:35	0:30:37	63	1:22:20	74	1:56:11	70	1:03:24	95	F65-69	3
86	1100	福田 百合子	73	熊本県トライアスロン連合	3:00:12	0:36:50	93	1:24:37	78	2:05:08	87	0:55:04	80	F70-74	1
87	1099	若木 眞喜子	72	鳥取県トライアスロン協会	3:02:25	0:33:16	85	1:30:31	91	2:07:09	92	0:55:16	83	F70-74	2
88	1090	片田 知子	64	神奈川県トライアスロン連合	3:03:27	0:32:47	80	1:26:54	87	2:03:19	84	1:00:08	92	F60-64	8
89	1098	高橋 あき子	70	神奈川県トライアスロン連合	3:04:03	0:31:54	76	1:31:01	92	2:07:01	91	0:57:02	87	F70-74	3
90	1029	森川 風花	31	東京都トライアスロン連合	3:05:16	0:39:21	98	1:21:41	69	2:05:28	90	0:59:48	91	F30-34	7
91	1004	木原 来海	19	日本学生トライアスロン連合	3:06:46	0:38:58	96	1:31:14	93	2:13:27	94	0:53:19	76	F18-19	5
92	1041	野間 恵莉	39	愛媛県トライアスロン協会	3:07:02	0:32:57	82	1:28:17	88	2:05:24	89	1:01:38	93	F35-39	7
93	1096	青木 みどり	68	東京都トライアスロン連合	3:07:14	0:33:50	88	1:29:33	90	2:08:40	93	0:58:34	89	F65-69	4
94	1030	木村 紗希	32	大阪府トライアスロン協会	3:09:51	0:39:02	97	1:31:43	94	2:14:45	95	0:55:06	82	F30-34	8
95	1094	岡本 美知子	65	大阪府トライアスロン協会	3:12:44	0:34:05	89	1:26:38	86	2:05:05	86	1:07:39	96	F65-69	5
96	1092	小田 佳代子	65	埼玉県トライアスロン連合	3:18:38	0:36:38	92	1:33:26	95	2:15:31	96	1:03:07	94	F65-69	6
97	1095	前田 邦子	65	鳥取県トライアスロン協会	3:26:27	0:33:13	84	1:36:15	98	2:15:52	97	1:10:35	97	F65-69	7
98	1102	川崎 綾子	78	千葉県トライアスロン連合	3:43:05	0:38:05	95	1:35:43	97	2:18:44	98	1:24:21	98	F75-79	1
DNS	1069	楠見 敦美	52	東京都トライアスロン連合										F50-54	
DNS	1070	星野 久子	54	東京都トライアスロン連合										F50-54	
DNS	1079	小澤 真理子	58	富山県トライアスロン協会										F55-59	
DNS	1101	宮本 悦子	76	徳島県トライアスロン協会										F75-59	
